name,address,arrondissement,code_insee,annee_scolaire,type,lat,lng
LOUISE BOURGEOIS(19) POLY,19 RUE LOUISE BOURGEOIS,13ème Ardt,75113,2025-2026,Polyvalent,48.82607471323481,2.3792231081235613
LEGENDRE (49) ELEM,49 RUE LEGENDRE,17ème Ardt,75117,2025-2026,Elémentaire,48.88525363944682,2.3159676579232036
FERDINAND FLOCON (5) ELEM,5 RUE FERDINAND FLOCON,18ème Ardt,75118,2025-2026,Elémentaire,48.891647996030606,2.3458796699567097
OUEST (13) MAT,13 RUE DE L'OUEST,14ème Ardt,75114,2025-2026,Maternelle,48.83719803947304,2.3219948070797694
AQUEDUC (39) MAT,39 RUE DE L'AQUEDUC,10ème Ardt,75110,2025-2026,Maternelle,48.88247900358761,2.363923017199924
LACHAMBEAUDIE (2) MAT,2 PLACE LACHAMBEAUDIE,12ème Ardt,75112,2025-2026,Maternelle,48.835561932249675,2.3863978230518272
EMILE ZOLA (35) MAT,35 AVENUE EMILE ZOLA,15ème Ardt,75115,2025-2026,Maternelle,48.846558392786704,2.282425091676537
CHARLES HERMITE (2) MAT,2 RUE CHARLES HERMITE,18ème Ardt,75118,2025-2026,Maternelle,48.89991713437065,2.369872461060125
LEGOUVE (6) MAT,6 RUE LEGOUVE,10ème Ardt,75110,2025-2026,Maternelle,48.872254869006056,2.3621753999223016
OLIVIER METRA (29) MAT,29 RUE OLIVIER METRA,20ème Ardt,75120,2025-2026,Maternelle,48.87297651621066,2.393865538583321
PASSY (25) MAT,25 RUE DE PASSY,16ème Ardt,75116,2025-2026,Maternelle,48.858029502248876,2.2822315904631347
CHAMPIONNET (72) MAT,72 RUE CHAMPIONNET,18ème Ardt,75118,2025-2026,Maternelle,48.895890845375234,2.3448803625489103
CHARLES BAUDELAIRE (16) MAT,16 RUE CHARLES BAUDELAIRE,12ème Ardt,75112,2025-2026,Maternelle,48.84949898664805,2.3769265685514185
FELIX FAURE (56) MAT,56 AVENUE FELIX FAURE,15ème Ardt,75115,2025-2026,Maternelle,48.84069866655919,2.2866154944624646
MIOLLIS (33) MAT,33 RUE MIOLLIS,15ème Ardt,75115,2025-2026,Maternelle,48.84541510740262,2.3024634736345475
FAIDHERBE (18) MAT,18 RUE FAIDHERBE,11ème Ardt,75111,2025-2026,Maternelle,48.85159555285474,2.3839600736935282
MEUNIERS (40) MAT,40 RUE DES MEUNIERS,12ème Ardt,75112,2025-2026,Maternelle,48.8348153848075,2.3965082714453056
HOPITAL ST LOUIS (18) MAT,18 RUE DE L'HOPITAL ST LOUIS,10ème Ardt,75110,2025-2026,Maternelle,48.87543269884432,2.364626530917536
AUBERVILLIERS (132) ELEM,132 RUE D'AUBERVILLIERS,19ème Ardt,75119,2025-2026,Elémentaire,48.89194768694661,2.3693696822056296
PLANCHAT (54) ELEM,54 RUE PLANCHAT,20ème Ardt,75120,2025-2026,Elémentaire,48.85596385977355,2.396473857834625
LOUIS BLANC (49) MAT,49 RUE LOUIS BLANC,10ème Ardt,75110,2025-2026,Maternelle,48.8822596667687,2.3627938854253534
PYRENEES (99) MAT,99 RUE DES PYRENEES,20ème Ardt,75120,2025-2026,Maternelle,48.85515013612081,2.4052182623020486
RENAUDES (31) MAT,31 RUE DES RENAUDES,17ème Ardt,75117,2025-2026,Maternelle,48.880698602550176,2.2977207615324162
SOUZY (4-12) MAT,4 CITE SOUZY,11ème Ardt,75111,2025-2026,Maternelle,48.85174106681559,2.3886934164024707
VAUVENARGUES (4) MAT,4 RUE VAUVENARGUES,18ème Ardt,75118,2025-2026,Maternelle,48.892204778299806,2.3345890385044714
PALESTINE (1) MAT,1 RUE DE PALESTINE,19ème Ardt,75119,2025-2026,Maternelle,48.876395766374,2.389457135430761
SEPTIEME ART (2-4) MAT,2 COURS DU 7EME ART,19ème Ardt,75119,2025-2026,Maternelle,48.87812713450952,2.3879161933665136
TOMBE ISSOIRE (77) MAT,77 RUE DE LA TOMBE ISSOIRE,14ème Ardt,75114,2025-2026,Maternelle,48.82812131962506,2.332824268437374
MANIN (34) MAT,34 RUE MANIN,19ème Ardt,75119,2025-2026,Maternelle,48.883500008329804,2.389431821536466
EMELIE (8) MAT,8 PASSAGE EMELIE,19ème Ardt,75119,2025-2026,Maternelle,48.88975048936246,2.3785437172629473
JOUFFROY (20) MAT,20 RUE JOUFFROY D'ABBANS,17ème Ardt,75117,2025-2026,Maternelle,48.886500433015385,2.310896770755844
AUBERVILLIERS (132) MAT,132 RUE D'AUBERVILLIERS,19ème Ardt,75119,2025-2026,Maternelle,48.89194768694661,2.3693696822056296
MONTEMPOIVRE (16) POLY,16 RUE DE MONTEMPOIVRE,12ème Ardt,75112,2025-2026,Polyvalent,48.840138661603454,2.407014351230721
PYRENEES (97) ELEM,97 RUE DES PYRENEES,20ème Ardt,75120,2025-2026,Elémentaire,48.85502457451934,2.405256423917241
BALANCHINE (8-10) POLY,8 RUE GEORGE BALANCHINE,13ème Ardt,75113,2025-2026,Polyvalent,48.836467195826174,2.3736445553251295
ALPHONSE BAUDIN (19) MAT,19 RUE ALPHONSE BAUDIN,11ème Ardt,75111,2025-2026,Maternelle,48.861242479915724,2.370051068149594
FERDINAND FLOCON (3) MAT,3 RUE FERDINAND FLOCON,18ème Ardt,75118,2025-2026,Maternelle,48.89126196618973,2.3456486054410246
IVRY (47) ELEM B,47 AVENUE D'IVRY,13ème Ardt,75113,2025-2026,Elémentaire,48.82306036550549,2.365782181735675
PLAINE (11) ELEM A,11 RUE DE LA PLAINE,20ème Ardt,75120,2025-2026,Elémentaire,48.85004071996684,2.4005097395061084
CHOISY (103) ELEM,103 AVENUE DE CHOISY,13ème Ardt,75113,2025-2026,Elémentaire,48.82500093127865,2.360656188518404
GUADELOUPE (2) ELEM,2 RUE DE LA GUADELOUPE,18ème Ardt,75118,2025-2026,Elémentaire,48.890753007443514,2.362632090671074
CHARLES BAUDELAIRE (8) ELEM,8 RUE CHARLES BAUDELAIRE,12ème Ardt,75112,2025-2026,Elémentaire,48.84883039534485,2.3764664925550947
LESSEPS (9) ELEM B,9 RUE DE LESSEPS,20ème Ardt,75120,2025-2026,Elémentaire,48.858711483181985,2.4001687751364003
FOURCROY (12B) ELEM,12 bis RUE FOURCROY,17ème Ardt,75117,2025-2026,Elémentaire,48.88074263795132,2.2973220022149365
CHAMPIONNET (69) ELEM,69 RUE CHAMPIONNET,18ème Ardt,75118,2025-2026,Elémentaire,48.89575027758258,2.3451482912275083
MOURAUD (5) ELEM,5 RUE MOURAUD,20ème Ardt,75120,2025-2026,Elémentaire,48.85477058113677,2.407718615101166
MUSSET (20) ELEM,20 RUE DE MUSSET,16ème Ardt,75116,2025-2026,Elémentaire,48.84208224093171,2.2635396931463285
EMERIAU (10) ELEM,10 RUE EMERIAU,15ème Ardt,75115,2025-2026,Elémentaire,48.851594038090354,2.2881262031443153
BERTHIER (112) ELEM,112 BOULEVARD BERTHIER,17ème Ardt,75117,2025-2026,Elémentaire,48.88919934607106,2.301658092229931
GUSTAVE ROUANET (7) ELEM,7 RUE GUSTAVE ROUANET,18ème Ardt,75118,2025-2026,Elémentaire,48.896314757756535,2.3403163219867738
MIOLLIS (33 BIS) ELEM,33 bis RUE MIOLLIS,15ème Ardt,75115,2025-2026,Elémentaire,48.84538458709622,2.3023472724059744
LONGCHAMP (130) MAT,130 RUE DE LONGCHAMP,16ème Ardt,75116,2025-2026,Maternelle,48.86727564812386,2.2782542113508386
PIERRE FONCIN (4) POLY B,4 RUE PIERRE FONCIN,20ème Ardt,75120,2025-2026,Polyvalent,48.87134728251425,2.4093898611624813
LAUGIER (16) ELEM,16 RUE LAUGIER,17ème Ardt,75117,2025-2026,Elémentaire,48.88025971883633,2.29683196052162
MONT CENIS (26) ELEM,26 RUE DU MONT CENIS,18ème Ardt,75118,2025-2026,Elémentaire,48.88854677723922,2.342154627313641
CHARENTON (315) ELEM,315 RUE DE CHARENTON,12ème Ardt,75112,2025-2026,Elémentaire,48.833631434636594,2.3951603278960523
RAMPAL (11) ELEM,11 RUE RAMPAL,19ème Ardt,75119,2025-2026,Elémentaire,48.87371568774451,2.379668279625725
SIMON BOLIVAR (119) ELEM B,119 AVENUE SIMON BOLIVAR (EC.B,19ème Ardt,75119,2025-2026,Elémentaire,48.87983801495678,2.374187395474631
FALGUIERE (20) ELEM,20 RUE FALGUIERE,15ème Ardt,75115,2025-2026,Elémentaire,48.84323079035598,2.3166256618717864
TOURNELLES (21) POLY,"12 , PLACE DES VOSGES",4ème Ardt,75104,2025-2026,Polyvalent,48.85432879792764,2.3673903615961445
REUNION (91) MAT,91 RUE DE LA REUNION,20ème Ardt,75120,2025-2026,Maternelle,48.856442689325206,2.4002559638159915
PIERRE BULLET (4) MAT,4 RUE PIERRE BULLET,10ème Ardt,75110,2025-2026,Maternelle,48.87156857990447,2.3580988526489848
POPINCOURT (9) MAT,9 RUE POPINCOURT,11ème Ardt,75111,2025-2026,Maternelle,48.857379056284046,2.3773187394289477
MERLIN (14) MAT,14 RUE MERLIN,11ème Ardt,75111,2025-2026,Maternelle,48.860003027234214,2.3858426019030787
MAURICE D'OCAGNE (7) MAT,7 AVENUE MAURICE D'OCAGNE,14ème Ardt,75114,2025-2026,Maternelle,48.82469959361119,2.3121556478273724
PARC DES PRINCES (27) MAT,27 AVENUE DU PARC DES PRINCES,16ème Ardt,75116,2025-2026,Maternelle,48.840123668054495,2.2547566227893863
VITRUVE (61) MAT,61 RUE VITRUVE,20ème Ardt,75120,2025-2026,Maternelle,48.85951672684382,2.407038951132291
BESSIERES (90) MAT,90 BOULEVARD BESSIERES,17ème Ardt,75117,2025-2026,Maternelle,48.8966554781644,2.3191258464316458
OLIVIER DE SERRES (34) MAT,34 RUE OLIVIER DE SERRES,15ème Ardt,75115,2025-2026,Maternelle,48.835507907168534,2.2965269926051577
ORSEL (56) MAT,56 RUE D'ORSEL,18ème Ardt,75118,2025-2026,Maternelle,48.88355382499921,2.340865749684589
ETIENNE DOLET (31) ELEM,31 RUE ETIENNE DOLET,20ème Ardt,75120,2025-2026,Elémentaire,48.86814996343167,2.3853632373377347
JENNER (46) ELEM B,46 RUE JENNER,13ème Ardt,75113,2025-2026,Elémentaire,48.83603938481635,2.36087574556163
COLONEL MOLL (16) ELEM,16 RUE DU COLONEL MOLL,17ème Ardt,75117,2025-2026,Elémentaire,48.87801285587208,2.2901010627457095
CHERBOURG (15) ELEM,15 RUE DE CHERBOURG,15ème Ardt,75115,2025-2026,Elémentaire,48.83106253163441,2.3040995473322767
TANGER (41) ELEM A,41 RUE DE TANGER,19ème Ardt,75119,2025-2026,Elémentaire,48.887768133734,2.3702364147193737
CHAMPIONNET (113) POLY,"113 , RUE CHAMPIONNET",18ème Ardt,75118,2025-2026,Polyvalent,48.895588312904216,2.339143362226737
DELAMBRE (24) ELEM,24 RUE DELAMBRE,14ème Ardt,75114,2025-2026,Elémentaire,48.84159829348391,2.326808868876013
PHILIPPE DE GIRARD (58) ELEM,58 RUE PHILIPPE DE GIRARD,18ème Ardt,75118,2025-2026,Elémentaire,48.886364926211776,2.361158272620496
SORBIER (15) ELEM,15 RUE SORBIER,20ème Ardt,75120,2025-2026,Elémentaire,48.86643405486063,2.392126579139312
RAMPAL (5-7) MAT,5 RUE RAMPAL,19ème Ardt,75119,2025-2026,Maternelle,48.873372460325896,2.379682538097387
CHOISY (4 B) MAT,4 bis AVENUE DE CHOISY,13ème Ardt,75113,2025-2026,Maternelle,48.82064046139026,2.3648627277329224
PIERRE GIRARD (9) ELEM,9 RUE PIERRE GIRARD,19ème Ardt,75119,2025-2026,Elémentaire,48.88590938841017,2.3796037681272924
JOMARD (9) ELEM,9 RUE JOMARD,19ème Ardt,75119,2025-2026,Elémentaire,48.88971237770382,2.37958145628075
JACQUES KELLNER (5) ELEM,5 RUE JACQUES KELLNER,17ème Ardt,75117,2025-2026,Elémentaire,48.89663856496533,2.324738339747166
PORTE D'IVRY (51) ELEM,51 AVENUE DE LA PORTE D'IVRY,13ème Ardt,75113,2025-2026,Elémentaire,48.82112753395738,2.3696084528341466
SAIDA (20) ELEM,20 RUE SAIDA,15ème Ardt,75115,2025-2026,Elémentaire,48.83174298046158,2.293162588036355
FOREST (14) POLY,14 RUE FOREST,18ème Ardt,75118,2025-2026,Polyvalent,48.885733364741284,2.3290873902091733
LE VAU (20) ELEM A - CÉCILE ROL-TANGUY,20 RUE LE VAU,20ème Ardt,75120,2025-2026,Elémentaire,48.86753211258313,2.411209868048887
KUSS (8) ELEM,8 RUE KUSS,13ème Ardt,75113,2025-2026,Elémentaire,48.8222309853145,2.351305571901135
TITON (14) ELEM,14 RUE TITON,11ème Ardt,75111,2025-2026,Elémentaire,48.85149661585574,2.3865243847790976
OLIVIER METRA (22) ELEM B,22 RUE OLIVIER METRA,20ème Ardt,75120,2025-2026,Elémentaire,48.87289260018306,2.394340268963193
BAUCHES (10) ELEM,10 RUE DES BAUCHES,16ème Ardt,75116,2025-2026,Elémentaire,48.85595162146971,2.2740406982019294
VAUVENARGUES (50) ELEM,50 RUE VAUVENARGUES,18ème Ardt,75118,2025-2026,Elémentaire,48.895321103349815,2.331632220240775
PROVIDENCE (7) ELEM B,7 RUE DE LA PROVIDENCE,13ème Ardt,75113,2025-2026,Elémentaire,48.82543046311987,2.3486871261789273
CHARLES HERMITE (4) ELEM,4 RUE CHARLES HERMITE,18ème Ardt,75118,2025-2026,Elémentaire,48.89989353303013,2.3686660481548145
KELLER (4) ELEM,4 RUE KELLER,11ème Ardt,75111,2025-2026,Elémentaire,48.85362018914469,2.376856491618321
CROULEBARBE (11) MAT,11 RUE DE CROULEBARBE,13ème Ardt,75113,2025-2026,Maternelle,48.834109325760174,2.3523229157355527
DIDEROT (40) ELEM,40 BOULEVARD DIDEROT,12ème Ardt,75112,2025-2026,Elémentaire,48.84611204518538,2.377315062294461
CLAUDE VELLEFAUX (33) ELEM,33 AVENUE CLAUDE VELLEFAUX,10ème Ardt,75110,2025-2026,Elémentaire,48.87686235763899,2.370133568074786
CHERNOVIZ (8) ELEM - GUY CHAULIAC,8 RUE CHERNOVIZ,16ème Ardt,75116,2025-2026,Elémentaire,48.85737009298764,2.2819172941522194
ROMAINVILLE (57) ELEM A,57 RUE DE ROMAINVILLE,19ème Ardt,75119,2025-2026,Elémentaire,48.877417068605105,2.4030100064609767
VIGEE LEBRUN (11) ELEM B,11 RUE VIGEE LEBRUN,15ème Ardt,75115,2025-2026,Elémentaire,48.839038409461246,2.31057696198502
RIBLETTE (16) ELEM A,16 RUE RIBLETTE,20ème Ardt,75120,2025-2026,Elémentaire,48.86006880940258,2.4065700810665573
TROIS BORNES (39) ELEM,39 RUE DES TROIS BORNES,11ème Ardt,75111,2025-2026,Elémentaire,48.86734855731877,2.3746009950485596
FELIX FAURE (146) ELEM,146 AVENUE FELIX FAURE,15ème Ardt,75115,2025-2026,Elémentaire,48.83735652788694,2.279313380280919
COLETTE MAGNY (17) ELEM,17 RUE COLETTE MAGNY,19ème Ardt,75119,2025-2026,Elémentaire,48.89490828414763,2.374620279812698
REPUBLIQUE (98) ELEM,98 AVENUE DE LA REPUBLIQUE,11ème Ardt,75111,2025-2026,Elémentaire,48.86363057742458,2.382373624144395
CHAMPERRET (7) ELEM,7 AVENUE DE LA PTE CHAMPERRET,17ème Ardt,75117,2025-2026,Elémentaire,48.886092219404,2.286964097530639
MARE (42) ELEM,42 RUE DE LA MARE,20ème Ardt,75120,2025-2026,Elémentaire,48.87110111953217,2.389964695261338
CAPITAINE LAGACHE (21) MAT,21 RUE DU CAPITAINE LAGACHE,17ème Ardt,75117,2025-2026,Maternelle,48.892144085911646,2.325275514737551
LOUIS VIERNE (6) MAT,6 RUE LOUIS VIERNE,17ème Ardt,75117,2025-2026,Maternelle,48.888124404729375,2.290018854657438
BALARD (95) MAT,95 RUE BALARD,15ème Ardt,75115,2025-2026,Maternelle,48.837787585221214,2.2786549536473184
CHRISTINE DE PISAN (24) MAT,24 RUE CHRISTINE DE PISAN,17ème Ardt,75117,2025-2026,Maternelle,48.88997703075425,2.3082570703185916
VOLONTAIRES (17) MAT,17 RUE DES VOLONTAIRES,15ème Ardt,75115,2025-2026,Maternelle,48.84233015577324,2.307453230084538
PICPUS (56) MAT,56 RUE DE PICPUS (ECOLE B),12ème Ardt,75112,2025-2026,Maternelle,48.84359141551742,2.396622583993179
JEAN DOLENT (11) MAT,11 RUE JEAN DOLENT,14ème Ardt,75114,2025-2026,Maternelle,48.83328658416705,2.3399737460881616
BELLEVILLE (345) MAT,345 RUE DE BELLEVILLE,19ème Ardt,75119,2025-2026,Maternelle,48.877008671318215,2.4055381256938637
EMERIAU (16) MAT,16 RUE EMERIAU,15ème Ardt,75115,2025-2026,Maternelle,48.85134348418134,2.2878572112055
JACQUES HILLAIRET (40) MAT,40 RUE JACQUES HILLAIRET,12ème Ardt,75112,2025-2026,Maternelle,48.84312589825902,2.3888485218292668
EVA KOTCHEVER (4) POLY,4 RUE EVA KOTCHEVER,18ème Ardt,75118,2025-2026,Polyvalent,48.89716088986233,2.3576876625309735
ANNE SYLVESTRE- DAVOUT (73) ELEM,73 BOULEVARD DAVOUT,20ème Ardt,75120,2025-2026,Elémentaire,48.853885396628215,2.4102841370381127
REUILLY (57) ELEM B,57 RUE DE REUILLY,12ème Ardt,75112,2025-2026,Elémentaire,48.845764391837214,2.3885836839710275
LE VAU (10) POLY,10 RUE LE VAU,20ème Ardt,75120,2025-2026,Polyvalent,48.86659751849793,2.4113117143747926
MARSOULAN (19) ELEM,19 RUE MARSOULAN,12ème Ardt,75112,2025-2026,Elémentaire,48.84639431441528,2.4031566848379704
GAMBETTA (103) ELEM,103 AVENUE GAMBETTA,20ème Ardt,75120,2025-2026,Elémentaire,48.86682852043191,2.3999711395936014
BERCY (165) ELEM,165 RUE DE BERCY,12ème Ardt,75112,2025-2026,Elémentaire,48.84252115757894,2.3753979306747715
MAURICE D'OCAGNE (7) ELEM,7 AVENUE MAURICE D'OCAGNE,14ème Ardt,75114,2025-2026,Elémentaire,48.82469959361119,2.3121556478273724
ROUELLE (25) ELEM,25 RUE ROUELLE,15ème Ardt,75115,2025-2026,Elémentaire,48.85042161897221,2.2873973804104635
AQUEDUC (39) ELEM,39 RUE DE L'AQUEDUC,10ème Ardt,75110,2025-2026,Elémentaire,48.88247900358761,2.363923017199924
M. ROSTROPOVITCH (34) ELE,34 RUE MSTISLAV ROSTROPOVITCH,17ème Ardt,75117,2025-2026,Elémentaire,48.89002009578474,2.3129853283505617
PARMENTIER (11B) ELEM,11 bis AVENUE PARMENTIER,11ème Ardt,75111,2025-2026,Elémentaire,48.859756038515556,2.3788002257014074
OURCQ (105B) ELEM B,105 bis RUE DE L'OURCQ (ECOLE B),19ème Ardt,75119,2025-2026,Elémentaire,48.893558392617535,2.3750753793415953
FROMENT (13) ELEM,13 RUE FROMENT,11ème Ardt,75111,2025-2026,Elémentaire,48.857415457084,2.3724940822965785
MURAT (162) ELEM,162 BOULEVARD MURAT,16ème Ardt,75116,2025-2026,Elémentaire,48.838953773242956,2.265105062095442
PICPUS (56) ELEM A,56 RUE DE PICPUS (ECOLE B),12ème Ardt,75112,2025-2026,Elémentaire,48.84359141551742,2.396622583993179
BRETONNEAU (9) ELEM,9 RUE BRETONNEAU,20ème Ardt,75120,2025-2026,Elémentaire,48.86772369046553,2.4031960101954963
FRANCOISE DORLEAC (2) MAT,2 PLACE FRANCOISE DORLEAC,18ème Ardt,75118,2025-2026,Maternelle,48.8993899007631,2.337452792317367
AMANDIERS (90) MAT,90 RUE DES AMANDIERS,20ème Ardt,75120,2025-2026,Maternelle,48.86696740597216,2.3894199327196737
FERNAND LABORI (19) MAT,19 RUE FERNAND LABORI,18ème Ardt,75118,2025-2026,Maternelle,48.899127617384266,2.3422511488545315
BIGNON (4) ELEM,4 RUE BIGNON,12ème Ardt,75112,2025-2026,Elémentaire,48.84043115837375,2.3885157740248113
GRANDS MOULINS (47) POLY,47 RUE DES GRANDS MOULINS,13ème Ardt,75113,2025-2026,Polyvalent,48.82792649539958,2.377695614470156
LAFAYETTE (216 B) ELEM,216 bis RUE LAFAYETTE,10ème Ardt,75110,2025-2026,Elémentaire,48.88190322214652,2.3672825842629583
LA FONTAINE (41B) ELEM,41 bis RUE JEAN DE LA FONTAINE,16ème Ardt,75116,2025-2026,Elémentaire,48.85017170540044,2.2703807160167
MARTEL (9) ELEM,9 RUE MARTEL,10ème Ardt,75110,2025-2026,Elémentaire,48.873975166082054,2.3529146234831875
DAMREMONT (65) ELEM B,65 RUE DAMREMONT,18ème Ardt,75118,2025-2026,Elémentaire,48.89195637084083,2.335058903965475
TANDOU (9) ELEM,9 RUE TANDOU,19ème Ardt,75119,2025-2026,Elémentaire,48.8860453090761,2.379257318602095
FOYATIER (1) ELEM,1 RUE FOYATIER,18ème Ardt,75118,2025-2026,Elémentaire,48.884669209199586,2.3423908901878874
TOURTILLE (38) ELEM,38 RUE DE TOURTILLE,20ème Ardt,75120,2025-2026,Elémentaire,48.87230792478985,2.380426212045084
OLIVIER METRA (24) ELEM A,24 RUE OLIVIER METRA,20ème Ardt,75120,2025-2026,Elémentaire,48.87300073074146,2.394262605141225
JOSEPH DE MAISTRE (29) ELEM,29 RUE JOSEPH DE MAISTRE,18ème Ardt,75118,2025-2026,Elémentaire,48.89154833265846,2.3307267239389824
THIONVILLE (6) MAT,6 PASSAGE DE THIONVILLE,19ème Ardt,75119,2025-2026,Maternelle,48.888026293576104,2.382209343714642
PORTE D'IVRY (53) MAT,53 AVENUE DE LA PORTE D'IVRY,13ème Ardt,75113,2025-2026,Maternelle,48.821185452670576,2.369492732784261
JOURDAIN (4) MAT,4 RUE DU JOURDAIN,20ème Ardt,75120,2025-2026,Maternelle,48.87451440609749,2.389605634256414
ROQUETTE (144) MAT,144 RUE DE LA ROQUETTE,11ème Ardt,75111,2025-2026,Maternelle,48.8580748035193,2.38230266486954
POINTE D'IVRY (17-35) MAT,17 RUE DE LA POINTE D'IVRY,13ème Ardt,75113,2025-2026,Maternelle,48.82251676056329,2.3642791869269337
DISQUE (30) MAT,30 RUE DU DISQUE,13ème Ardt,75113,2025-2026,Maternelle,48.82566843285391,2.3646259156810836
MURAT (162) MAT,162 BOULEVARD MURAT,16ème Ardt,75116,2025-2026,Maternelle,48.838953773242956,2.265105062095442
LEON SCHWARTZENBERG (11) MAT,11 RUE LEON SCHWARTZENBERG,10ème Ardt,75110,2025-2026,Maternelle,48.87545394335968,2.355248422695462
LEPAGE (11) MAT,11 CITE LEPAGE,19ème Ardt,75119,2025-2026,Maternelle,48.880426825311666,2.3713557889557557
POMMARD (4) ELEM,4 RUE DE POMMARD,12ème Ardt,75112,2025-2026,Elémentaire,48.83564931307004,2.385128853002577
STEPHEN PICHON (28) MAT,28 AVENUE STEPHEN PICHON,13ème Ardt,75113,2025-2026,Maternelle,48.832380595064215,2.3585484855159082
BROCHANT (28) MAT,28 RUE BROCHANT,17ème Ardt,75117,2025-2026,Maternelle,48.88998517253306,2.319584604422367
BOIS (2) MAT,2 RUE DES BOIS,19ème Ardt,75119,2025-2026,Maternelle,48.87764997219968,2.395828176734433
PORTE BRANCION (5) ELEM,5 AVENUE DE LA PORTE BRANCION,15ème Ardt,75115,2025-2026,Elémentaire,48.82745045804661,2.3020938881021684
MANIN (40B) ELEM,40 bis RUE MANIN,19ème Ardt,75119,2025-2026,Elémentaire,48.88401210073235,2.3907149240403682
TAPISSERIES (8) MAT,8 RUE DES TAPISSERIES,17ème Ardt,75117,2025-2026,Maternelle,48.88848050514574,2.3077232982113522
EUGENE REISZ (2) MAT,2 RUE EUGENE REISZ,20ème Ardt,75120,2025-2026,Maternelle,48.85627811228629,2.410503469825659
ARCHEREAU (26) MAT,26 RUE ARCHEREAU,19ème Ardt,75119,2025-2026,Maternelle,48.8902454147388,2.3734492916377015
OLIVIER METRA (31-33) MAT,31 RUE OLIVIER METRA,20ème Ardt,75120,2025-2026,Maternelle,48.87306925545656,2.393799457257276
MARYSE HILSZ (18) MAT,18 RUE MARYSE HILSZ,20ème Ardt,75120,2025-2026,Maternelle,48.850618882419965,2.412917325457624
SERGE PROKOFIEV (18) MAT,18 RUE SERGE PROKOFIEV,16ème Ardt,75116,2025-2026,Maternelle,48.85427581674809,2.2680199888586117
FLEURS (61) MAT,61 CITE DES FLEURS,17ème Ardt,75117,2025-2026,Maternelle,48.893547926398206,2.3210113593774087
BULLOURDE (4) MAT,4 PASSAGE BULLOURDE,11ème Ardt,75111,2025-2026,Maternelle,48.85455709951778,2.376705198402277
LESSEPS (9) MAT,9 RUE DE LESSEPS,20ème Ardt,75120,2025-2026,Maternelle,48.858711483181985,2.4001687751364003
SAIDA (20) MAT,20 RUE SAIDA,15ème Ardt,75115,2025-2026,Maternelle,48.83174298046158,2.293162588036355
CONSTANTIN PECQUEUR (1) MAT,1 PLACE CONSTANTIN PECQUEUR,18ème Ardt,75118,2025-2026,Maternelle,48.88882548893339,2.337932093180363
PAUL GERVAIS (2) MAT,2 RUE PAUL GERVAIS,13ème Ardt,75113,2025-2026,Maternelle,48.83154352397799,2.347516646194573
PELLEPORT (99) MAT,99 RUE PELLEPORT,20ème Ardt,75120,2025-2026,Maternelle,48.87020949208667,2.399462176513419
SIMON BOLIVAR (65) MAT,65 AVENUE SIMON BOLIVAR,19ème Ardt,75119,2025-2026,Maternelle,48.87636369873715,2.3777068568227797
ALESIA (3B) MAT,3 bis RUE D'ALESIA,14ème Ardt,75114,2025-2026,Maternelle,48.82662418822363,2.3398834157096258
NOYER DURAND (5) MAT,5 RUE DU NOYER DURAND,19ème Ardt,75119,2025-2026,Maternelle,48.886731773138386,2.399123320054973
MONT CENIS (77) MAT,77 RUE DU MONT CENIS,18ème Ardt,75118,2025-2026,Maternelle,48.89207701097171,2.3439649798902322
DAUMESNIL (70) MAT,70 AVENUE DAUMESNIL,12ème Ardt,75112,2025-2026,Maternelle,48.84470029088354,2.3803469857615727
ROMAINVILLE (59B) MAT,59 bis RUE DE ROMAINVILLE,19ème Ardt,75119,2025-2026,Maternelle,48.87739019746418,2.403382148648804
COUR DES NOUES (26) MAT,26 RUE DE LA COUR DES NOUES,20ème Ardt,75120,2025-2026,Maternelle,48.864339140052664,2.4006638852553333
GILBERT CESBRON (1) POLY,1 RUE GILBERT CESBRON,17ème Ardt,75117,2025-2026,Polyvalent,48.89340359717558,2.3141714544791356
ST MAUR (22) ELEM A,22 RUE SAINT MAUR,11ème Ardt,75111,2025-2026,Elémentaire,48.86030901280041,2.382040686270864
MAURICE ROUVIER (8) ELEM,8 RUE MAURICE ROUVIER,14ème Ardt,75114,2025-2026,Elémentaire,48.83114136955225,2.3098026721213376
LESSEPS (11) ELEM A,11 RUE DE LESSEPS,20ème Ardt,75120,2025-2026,Elémentaire,48.85905211145858,2.399715638303088
ARMAND ROUSSEAU (13) MAT,13 AVENUE ARMAND ROUSSEAU,12ème Ardt,75112,2025-2026,Maternelle,48.83651227435612,2.4091531070899768
EMILE DUPLOYE (27) MAT,27 RUE EMILE DUPLOYE,18ème Ardt,75118,2025-2026,Maternelle,48.889900240270194,2.355140425492895
HIPPOLYTE MAINDRON (48) MAT,48 RUE HIPPOLYTE MAINDRON,14ème Ardt,75114,2025-2026,Maternelle,48.83040457696267,2.320559194450543
EMILE LEVASSOR (3) ELEM,3 RUE EMILE LEVASSOR,13ème Ardt,75113,2025-2026,Elémentaire,48.820889245438714,2.369042817839281
ASSELINE (7) ELEM,7 RUE ASSELINE,14ème Ardt,75114,2025-2026,Elémentaire,48.83509126253949,2.322696528996835
MADEMOISELLE (81) ELEM,81 RUE MADEMOISELLE,15ème Ardt,75115,2025-2026,Elémentaire,48.84338040601088,2.3004089747378615
