name,address,arrondissement,code_insee,annee_scolaire,type,lat,lng
PIERRE FONCIN (8) ELEM A,8 RUE PIERRE FONCIN,20ème Ardt,75120,2025-2026,Elémentaire,48.87135911993382,2.409709173567288
GERTY ARCHIMEDE (5) ELEM,5 RUE GERTY ARCHIMEDE,12ème Ardt,75112,2025-2026,Elémentaire,48.835589428004425,2.3870772710662354
PIERRE LAROUSSE (28) ELEM,28 RUE PIERRE LAROUSSE,14ème Ardt,75114,2025-2026,Elémentaire,48.82909769717928,2.314210381405044
ST JACQUES (250 B) ELEM - ÉLIE BUZYN,250 bis RUE SAINT JACQUES,5ème Ardt,75105,2025-2026,Elémentaire,48.84377707722694,2.3416321034164453
REIMS (38-40) POLY,38 BOULEVARD DE REIMS,17ème Ardt,75117,2025-2026,Polyvalent,48.88828196110204,2.295450619155225
FAUCONNIER (4) POLY - RAPHAËL ESRAIL,4 RUE DU FAUCONNIER,4ème Ardt,75104,2025-2026,Polyvalent,48.85364219238481,2.359654071343642
COLETTE MAGNY (15) ELEM,15 RUE COLETTE MAGNY,19ème Ardt,75119,2025-2026,Elémentaire,48.89490828414763,2.374620279812698
FAGON (13) ELEM,13 RUE FAGON,13ème Ardt,75113,2025-2026,Elémentaire,48.83254786248175,2.3569508083552697
PIERRE BUDIN (5) ELEM,5 RUE PIERRE BUDIN,18ème Ardt,75118,2025-2026,Elémentaire,48.889684350238106,2.3527287013006752
IVRY (47) ELEM A,47 AVENUE D'IVRY,13ème Ardt,75113,2025-2026,Elémentaire,48.82306036550549,2.365782181735675
HOUDON (15) ELEM,15 RUE HOUDON,18ème Ardt,75118,2025-2026,Elémentaire,48.883228400416456,2.338452334183276
CHAMPIONNET (7) ELEM,7 RUE CHAMPIONNET,18ème Ardt,75118,2025-2026,Elémentaire,48.8951291384835,2.352078967239756
PAJOL (11) POLY,11 RUE PAJOL,18ème Ardt,75118,2025-2026,Polyvalent,48.88557045298243,2.3606096722049075
VILLETTE (61) ELEM,61 RUE DE LA VILLETTE,19ème Ardt,75119,2025-2026,Elémentaire,48.87841779580429,2.388081995529941
OUEST (69) POLY,69 RUE DE L'OUEST,14ème Ardt,75114,2025-2026,Polyvalent,48.835649604477425,2.3185603650345095
DAVOUT (51) POLY,51 BD DAVOUT,20ème Ardt,75120,2025-2026,Polyvalent,48.85132892108274,2.410732854164186
CHAT.DES RENTIERS (40) MAT,40 RUE DU CHATEAU DES RENTIERS,13ème Ardt,75113,2025-2026,Maternelle,48.824957432581684,2.3699831692799287
VANDREZANNE (40) POLY,40 RUE VANDREZANNE,13ème Ardt,75113,2025-2026,Polyvalent,48.82785931453252,2.3531537130965767
CLAUDE RODIER (30) MAT,30 RUE CLAUDE RODIER,9ème Ardt,75109,2025-2026,Maternelle,48.87870345656933,2.343003990474678
AMIRAL ROUSSIN (33) MAT,33 RUE DE L AMIRAL ROUSSIN,15ème Ardt,75115,2025-2026,Maternelle,48.84462369220469,2.2995103665150136
GRANDS CHAMPS (22) MAT,12 RUE DES GRANDS CHAMPS,20ème Ardt,75120,2025-2026,Maternelle,48.850458534708345,2.3997425535541916
SAUSSURE (48) MAT,48 RUE DE SAUSSURE,17ème Ardt,75117,2025-2026,Maternelle,48.885193147775894,2.3152503865210172
GUSTAVE ZEDE (5) MAT,5 RUE GUSTAVE ZEDE,16ème Ardt,75116,2025-2026,Maternelle,48.855739968153905,2.2728073732431824
BOUVINES (6) MAT,6 AVENUE DE BOUVINES,11ème Ardt,75111,2025-2026,Maternelle,48.850254767889986,2.3965802854443
LE VAU (8) MAT,8 RUE LE VAU,20ème Ardt,75120,2025-2026,Maternelle,48.86636875700862,2.411400845020113
PARMENTIER (11B) MAT,11 bis AVENUE PARMENTIER,11ème Ardt,75111,2025-2026,Maternelle,48.859756038515556,2.3788002257014074
MARSOULAN (16) MAT,16 RUE MARSOULAN,12ème Ardt,75112,2025-2026,Maternelle,48.84634860501086,2.4033410170217393
PALIKAO (32) MAT,32 RUE DE PALI KAO,20ème Ardt,75120,2025-2026,Maternelle,48.87041528652725,2.38220604542203
ST BERNARD (39) MAT,39 RUE SAINT BERNARD,11ème Ardt,75111,2025-2026,Maternelle,48.85320559126304,2.3805645675256004
TELEGRAPHE (29) MAT,29 RUE DU TELEGRAPHE,20ème Ardt,75120,2025-2026,Maternelle,48.873410665618245,2.399105785179328
RICHARD LENOIR (13) MAT,13 BOULEVARD RICHARD LENOIR,11ème Ardt,75111,2025-2026,Maternelle,48.85603881482629,2.3699973243979224
GENERAL LASALLE (5) MAT,5 RUE DU GENERAL LASALLE,19ème Ardt,75119,2025-2026,Maternelle,48.87401987662739,2.3803052832570044
ANDRE BRECHET (21) MAT,21 RUE ANDRE BRECHET,17ème Ardt,75117,2025-2026,Maternelle,48.89885885682679,2.326847650504811
MARCADET (29) MAT,29 RUE MARCADET,18ème Ardt,75118,2025-2026,Maternelle,48.890330350988556,2.352811098401421
MARGUERITE LONG (5) POLY,5 RUE MARGUERITE LONG,17ème Ardt,75117,2025-2026,Polyvalent,48.89101309347151,2.304519099872852
GROS (18) POLY,18 RUE GROS,16ème Ardt,75116,2025-2026,Polyvalent,48.85138249712522,2.2761485510551496
RETRAIT (24) MAT,24 RUE DU RETRAIT,20ème Ardt,75120,2025-2026,Maternelle,48.8689793614618,2.3939428814266304
AMIRAUX (19) MAT,19 RUE DES AMIRAUX,18ème Ardt,75118,2025-2026,Maternelle,48.89461849697415,2.350400755443511
VERSAILLES (141) MAT,141 AVENUE DE VERSAILLES,16ème Ardt,75116,2025-2026,Maternelle,48.84212000885554,2.2680174330571736
SIBELLE (13) POLY,13 AVENUE DE LA SIBELLE,14ème Ardt,75114,2025-2026,Polyvalent,48.825976518289444,2.338465797187959
GENERAL BRUNET (9) MAT,9 RUE DU GENERAL BRUNET,19ème Ardt,75119,2025-2026,Maternelle,48.880405406428565,2.390464622399146
BAYEN (56) MAT,56 RUE BAYEN,17ème Ardt,75117,2025-2026,Maternelle,48.88354990061472,2.29011418073213
DUNOIS (64) ELEM,64 RUE DUNOIS,13ème Ardt,75113,2025-2026,Elémentaire,48.8327478426862,2.366908902090558
BAUDRICOURT (53) ELEM A,53 RUE BAUDRICOURT,13ème Ardt,75113,2025-2026,Elémentaire,48.825936484563044,2.3632610167782233
LEMERCIER (105) ELEM,105 RUE LEMERCIER,17ème Ardt,75117,2025-2026,Elémentaire,48.889703306158204,2.3180828693182614
JEAN FRANCOIS LEPINE (6) ELEM,6 RUE JEAN FRANCOIS LEPINE,18ème Ardt,75118,2025-2026,Elémentaire,48.886181734472096,2.3587182496320507
POISSONNIERS (142) POLY,142 RUE DES POISSONNIERS,18ème Ardt,75118,2025-2026,Polyvalent,48.896813673292016,2.3530219082435435
BEAUREGARD (5) POLY,5 RUE BEAUREGARD,2ème Ardt,75102,2025-2026,Polyvalent,48.86927024119969,2.3483376284291317
BOY  ZELENSKI (5) MAT,5 RUE BOY ZELENSKI,10ème Ardt,75110,2025-2026,Maternelle,48.87683463546491,2.36788662396696
PERCHAMPS (38) MAT,38 RUE DES PERCHAMPS,16ème Ardt,75116,2025-2026,Maternelle,48.84923602500943,2.268141584346579
COLONEL MOLL (16) MAT,16 RUE DU COLONEL MOLL,17ème Ardt,75117,2025-2026,Maternelle,48.87801285587208,2.2901010627457095
DAUMESNIL (253 B) MAT,253 bis AVENUE DAUMESNIL,12ème Ardt,75112,2025-2026,Maternelle,48.837246512902595,2.4025698180584274
PICPUS (45) MAT,45 RUE DE PICPUS,12ème Ardt,75112,2025-2026,Maternelle,48.843464817594764,2.396969894674865
LAMARCK (4) MAT,4 SQUARE LAMARCK,18ème Ardt,75118,2025-2026,Maternelle,48.89077288473815,2.3358105724238714
CAMBRAI (5) MAT,5 bis RUE DE CAMBRAI,19ème Ardt,75119,2025-2026,Maternelle,48.89455724765255,2.3777865615423885
GERBERT (6) MAT,6 RUE GERBERT,15ème Ardt,75115,2025-2026,Maternelle,48.83956346532158,2.2977704012276785
BRECHE AUX LOUPS (28) MAT,28 RUE DE LA BRECHE AUX LOUPS,12ème Ardt,75112,2025-2026,Maternelle,48.83778785119997,2.3945357711131185
MARTEL (9) MAT,9 RUE MARTEL,10ème Ardt,75110,2025-2026,Maternelle,48.873975166082054,2.3529146234831875
ANDRE DEL SARTE (11) MAT,11 RUE ANDRE DEL SARTE,18ème Ardt,75118,2025-2026,Maternelle,48.885717261088175,2.3463763599753693
MOURAUD (9) MAT,9 RUE MOURAUD,20ème Ardt,75120,2025-2026,Maternelle,48.854931628609414,2.4074930731619624
TOURTILLE (39) MAT,39 RUE DE TOURTILLE,20ème Ardt,75120,2025-2026,Maternelle,48.8720093929638,2.3805459447107165
SIMONE WEIL (5) MAT,5 RUE SIMONE WEIL,13ème Ardt,75113,2025-2026,Maternelle,48.82351147961039,2.364337027563661
PLANCHAT (52) MAT,52 RUE PLANCHAT,20ème Ardt,75120,2025-2026,Maternelle,48.85580459429238,2.396600653680645
PRESENTATION (4B) MAT,4 bis RUE DE LA PRESENTATION,11ème Ardt,75111,2025-2026,Maternelle,48.87101001795684,2.377028243622058
CARNOT (16) MAT,16 BOULEVARD CARNOT,12ème Ardt,75112,2025-2026,Maternelle,48.84473017003697,2.4122502419822465
JEANNE D'ARC (32) MAT,32 PLACE JEANNE D'ARC,13ème Ardt,75113,2025-2026,Maternelle,48.830265125567216,2.3680986900639502
EBLE (14) MAT,14 RUE EBLE,7ème Ardt,75107,2025-2026,Maternelle,48.84899535283046,2.3129223063567297
PORTE BRANCION (5) MAT,5 AVENUE DE LA PORTE BRANCION,15ème Ardt,75115,2025-2026,Maternelle,48.82745045804661,2.3020938881021684
CHRISTIANI (8) MAT,8 RUE CHRISTIANI,18ème Ardt,75118,2025-2026,Maternelle,48.88595158914906,2.3487390783143707
VARET (9) MAT,9 RUE VARET,15ème Ardt,75115,2025-2026,Maternelle,48.839954254643544,2.280942337739886
JEAN-BAPTISTE CLEMENT (4) MAT,4 PLACE JEAN BAPTISTE CLEMENT,18ème Ardt,75118,2025-2026,Maternelle,48.88651853117661,2.33905967335306
PROCESSION (66) MAT,66 RUE DE LA PROCESSION,15ème Ardt,75115,2025-2026,Maternelle,48.836574140344055,2.3094299820039836
BIDASSOA (21) MAT,21 RUE DE LA BIDASSOA,20ème Ardt,75120,2025-2026,Maternelle,48.86611785371117,2.393684942281869
AMPERE (18) MAT,18 RUE AMPERE,17ème Ardt,75117,2025-2026,Maternelle,48.88531855079069,2.3049460969373756
WATTIGNIES (52) ELEM,52 RUE DE WATTIGNIES,12ème Ardt,75112,2025-2026,Elémentaire,48.83551942987147,2.397131782225847
BESSIERES (92) ELEM,92 BOULEVARD BESSIERES,17ème Ardt,75117,2025-2026,Elémentaire,48.8966040384689,2.318990564141351
SEVERO (12) POLY,12 RUE SEVERO,14ème Ardt,75114,2025-2026,Polyvalent,48.83245025289119,2.3235273608754685
MAURICE GENEVOIX (3) POLY,3 RUE MAURICE GENEVOIX,18ème Ardt,75118,2025-2026,Polyvalent,48.8944552684476,2.3604653249850376
AMIRAL ROUSSIN (35) ELEM,35 RUE DE L AMIRAL ROUSSIN,15ème Ardt,75115,2025-2026,Elémentaire,48.84423314603248,2.299626336508781
PEREIRE (221) MAT,221 BOULEVARD PEREIRE,17ème Ardt,75117,2025-2026,Maternelle,48.88056489268451,2.2892896889989873
MARYSE HILSZ (20) ELEM,20 RUE MARYSE HILSZ,20ème Ardt,75120,2025-2026,Elémentaire,48.850756462767364,2.4128899141500915
ST OUEN (23) ELEM,23 AVENUE DE SAINT OUEN,17ème Ardt,75117,2025-2026,Elémentaire,48.889053645118366,2.3259283574306444
CHARENTON (51) ELEM,51 RUE DE CHARENTON,12ème Ardt,75112,2025-2026,Elémentaire,48.85107476602295,2.372733395437256
GOUTTE D'OR (57) POLY,57 RUE DE LA GOUTTE D'OR,18ème Ardt,75118,2025-2026,Polyvalent,48.88506323432988,2.351019164902994
DUNOIS (71) MAT,71 RUE DUNOIS,13ème Ardt,75113,2025-2026,Maternelle,48.83304418350052,2.366141302750901
JENNER (46) MAT,46 RUE JENNER,13ème Ardt,75113,2025-2026,Maternelle,48.83603938481635,2.36087574556163
BESLAY (2) MAT,2 PASSAGE BESLAY,11ème Ardt,75111,2025-2026,Maternelle,48.863000845893396,2.373467183874624
FESSART (36) MAT,36 RUE FESSART,19ème Ardt,75119,2025-2026,Maternelle,48.87686359680913,2.384559163669412
SERVAN (54) MAT,54 RUE SERVAN,11ème Ardt,75111,2025-2026,Maternelle,48.863031254508925,2.3818138125303907
BRILLAT SAVARIN (87) MAT,87 RUE BRILLAT SAVARIN,13ème Ardt,75113,2025-2026,Maternelle,48.824409075967125,2.342842021454952
EUGENIE COTTON (20) MAT,20 RUE EUGENIE COTTON,19ème Ardt,75119,2025-2026,Maternelle,48.87880036365956,2.3950411328645584
BOULARD (23) MAT,23 RUE BOULARD,14ème Ardt,75114,2025-2026,Maternelle,48.833736699754986,2.3289352314031793
DELAMBRE (24) MAT,24 RUE DELAMBRE,14ème Ardt,75114,2025-2026,Maternelle,48.84159829348391,2.326808868876013
TANDOU (22-28) MAT,22 RUE TANDOU,19ème Ardt,75119,2025-2026,Maternelle,48.88646818603224,2.380622491588858
PAUL ABADIE (1) MAT,1 RUE PAUL ABADIE,18ème Ardt,75118,2025-2026,Maternelle,48.89678109226198,2.3353798643758124
CHARDON LAGACHE (64) MAT,64 RUE CHARDON LAGACHE,16ème Ardt,75116,2025-2026,Maternelle,48.84236112820665,2.2642222829511116
MANIN (30) ELEM B,30 RUE MANIN,19ème Ardt,75119,2025-2026,Elémentaire,48.88335333939429,2.3890523258108693
AUGUSTE PERRET (9) ELEM,9 RUE AUGUSTE PERRET,13ème Ardt,75113,2025-2026,Elémentaire,48.82483604940251,2.359792237813677
DAMESME (5) ELEM,5 RUE DAMESME,13ème Ardt,75113,2025-2026,Elémentaire,48.825097701173775,2.355436266356012
VIGEE LEBRUN (17) ELEM A,17 RUE VIGEE LEBRUN,15ème Ardt,75115,2025-2026,Elémentaire,48.83885497070429,2.3109555168157114
LAMORICIERE (10) ELEM A,10 AVENUE LAMORICIERE,12ème Ardt,75112,2025-2026,Elémentaire,48.8448676922089,2.4123379233341313
BOURSAULT (10) POLY,10 RUE BOURSAULT,17ème Ardt,75117,2025-2026,Polyvalent,48.882953381230074,2.3207974578832173
HENRI NOGUERES (10) POLY,10 RUE HENRI NOGUERES,19ème Ardt,75119,2025-2026,Polyvalent,48.88463842304931,2.3746839087651463
DOMBASLE (28) POLY,28 RUE DOMBASLE,15ème Ardt,75115,2025-2026,Polyvalent,48.835881038952365,2.2982071009745404
ST LAMBERT (10) ELEM A,10 RUE SAINT LAMBERT,15ème Ardt,75115,2025-2026,Elémentaire,48.838126665571444,2.2909042375396065
PAUL VALERY (18) POLY,18 RUE PAUL VALERY,16ème Ardt,75116,2025-2026,Polyvalent,48.87034290370526,2.2900006682192444
MACDONALD (141) POLY,141 BOULEVARD MACDONALD,19ème Ardt,75119,2025-2026,Polyvalent,48.89862625694644,2.3797415138896936
CHAT.DES RENTIERS (173) ELEM,173 RUE CHATEAU DES RENTIERS,13ème Ardt,75113,2025-2026,Elémentaire,48.83038656153507,2.36180629302491
DAMREMONT (67) ELEM A,67 RUE DAMREMONT,18ème Ardt,75118,2025-2026,Elémentaire,48.89237869925132,2.3353586926764733
BERNARD BUFFET (14) POLY,14 RUE BERNARD BUFFET,17ème Ardt,75117,2025-2026,Polyvalent,48.891687680548905,2.3160474717627473
BELLEVILLE (104) ELEM,104 RUE DE BELLEVILLE,20ème Ardt,75120,2025-2026,Elémentaire,48.874457976184885,2.386640944554726
RICHOMME (9) ELEM,9 RUE RICHOMME,18ème Ardt,75118,2025-2026,Elémentaire,48.886416749925715,2.3521819392766203
BRECHE AUX LOUPS (18) ELEM,18 RUE DE LA BRECHE AUX LOUPS,12ème Ardt,75112,2025-2026,Elémentaire,48.83746315942699,2.394091328021627
RIBLETTE (14) ELEM B,14 RUE RIBLETTE,20ème Ardt,75120,2025-2026,Elémentaire,48.859968853223876,2.4059821312439307
LOUIS BLANC (49B) ELEM,49 bis RUE LOUIS BLANC,10ème Ardt,75110,2025-2026,Elémentaire,48.88240948656542,2.362516253533549
TORCY (5-7) ELEM,5 RUE DE TORCY,18ème Ardt,75118,2025-2026,Elémentaire,48.89109046908713,2.3648160774486953
GODEFROY CAVAIGNAC (35) ELEM,35 RUE GODEFROY CAVAIGNAC,11ème Ardt,75111,2025-2026,Elémentaire,48.85608077094007,2.3804942839878795
FRANCOISE DORLEAC  ELEM A,8 PLACE FRANCOISE DORLEAC,18ème Ardt,75118,2025-2026,Elémentaire,48.8993899007631,2.337452792317367
PARMENTIER (109) ELEM,109 AVENUE PARMENTIER,11ème Ardt,75111,2025-2026,Elémentaire,48.867615107544516,2.3726220771708006
LACORDAIRE (7) ELEM,7 RUE LACORDAIRE,15ème Ardt,75115,2025-2026,Elémentaire,48.84385786191493,2.2842520263403903
ESPERANCE (12) MAT,12 RUE DE L'ESPERANCE,13ème Ardt,75113,2025-2026,Maternelle,48.826775926512816,2.347942192656153
GUTENBERG (72) MAT,72 RUE GUTENBERG,15ème Ardt,75115,2025-2026,Maternelle,48.841378660694225,2.278600402781948
MARX DORMOY (53B) MAT,53 bis RUE MARX DORMOY,18ème Ardt,75118,2025-2026,Maternelle,48.88837957517475,2.3596962129223327
LACORDAIRE (5) MAT,5 RUE LACORDAIRE,15ème Ardt,75115,2025-2026,Maternelle,48.844068637365275,2.284436119000751
TROIS BORNES (39) MAT,39 RUE DES TROIS BORNES,11ème Ardt,75111,2025-2026,Maternelle,48.86734855731877,2.3746009950485596
ARCHEREAU (63) MAT,63 RUE ARCHEREAU,19ème Ardt,75119,2025-2026,Maternelle,48.892863039053374,2.3758337556144675
DAUTANCOURT (16) MAT,16 RUE DAUTANCOURT,17ème Ardt,75117,2025-2026,Maternelle,48.88952282638536,2.3244059541388356
EPINETTES (44) MAT,44 RUE DES EPINETTES,17ème Ardt,75117,2025-2026,Maternelle,48.89706060780151,2.324089590815981
PRIMO LEVI (21) POLY,21 RUE PRIMO LEVI,13ème Ardt,75113,2025-2026,Polyvalent,48.830541965283786,2.378744900613383
ST CHARLES (197) ELEM,197 RUE SAINT CHARLES,15ème Ardt,75115,2025-2026,Elémentaire,48.84028793767265,2.2801710195474265
SIMON BOLIVAR (67) ELEM,67 AVENUE SIMON BOLIVAR,19ème Ardt,75119,2025-2026,Elémentaire,48.876359484795394,2.3772752541889886
CARDINAL AMETTE (3) ELEM,3 PLACE DU CARDINAL AMETTE,15ème Ardt,75115,2025-2026,Elémentaire,48.85093752536021,2.297107585629458
JEAN BOUTON (7) MAT,7 RUE JEAN BOUTON,12ème Ardt,75112,2025-2026,Maternelle,48.84565118195942,2.3768421263359367
FRANCOIS COPPEE (10) MAT,10 RUE FRANCOIS COPPEE,15ème Ardt,75115,2025-2026,Maternelle,48.839927003681424,2.287597766254118
ALEXANDRE DUMAS (39) ELEM,39 RUE ALEXANDRE DUMAS,11ème Ardt,75111,2025-2026,Elémentaire,48.8537486681614,2.393254262343635
OLIVIER DE SERRES (27) ELEM,27 RUE OLIVIER DE SERRES,15ème Ardt,75115,2025-2026,Elémentaire,48.83561984016854,2.2968603794471623
CHAT.DES RENTIERS (31-37) ELEM,37 RUE DU CHATEAU DES RENTIERS,13ème Ardt,75113,2025-2026,Elémentaire,48.82451628461481,2.37004498183649
SIMPLON (14) POLY,14 RUE SIMPLON,18ème Ardt,75118,2025-2026,Polyvalent,48.89357315361589,2.3514565316595917
JEAN ZAY (18) ELEM,18 RUE JEAN ZAY,14ème Ardt,75114,2025-2026,Elémentaire,48.83762121194944,2.3206367230825946
SAUSSURE (101) ELEM,101 RUE DE SAUSSURE,17ème Ardt,75117,2025-2026,Elémentaire,48.8874299696971,2.311717565640409
ROMAINVILLE (59) ELEM B,59 RUE DE ROMAINVILLE,19ème Ardt,75119,2025-2026,Elémentaire,48.87737810883743,2.4032320643144987
BARBANEGRE (7) ELEM B,7 RUE BARBANEGRE,19ème Ardt,75119,2025-2026,Elémentaire,48.89213866778307,2.382861773109085
LEVERT (1) ELEM,1 RUE LEVERT,20ème Ardt,75120,2025-2026,Elémentaire,48.87307278089847,2.389634851915271
BOUVINES (4) ELEM,4 AVENUE DE BOUVINES,11ème Ardt,75111,2025-2026,Elémentaire,48.84985276951626,2.39650049769645
MATHIS (14) ELEM,14 RUE MATHIS,19ème Ardt,75119,2025-2026,Elémentaire,48.890865288285724,2.375498128730608
EUGENIE COTTON (16) ELEM A,16 RUE EUGENIE COTTON (ECOLE A,19ème Ardt,75119,2025-2026,Elémentaire,48.87874197496205,2.3945249391432957
LAMORICIERE (8) ELEM B,8 AVENUE LAMORICIERE,12ème Ardt,75112,2025-2026,Elémentaire,48.84473017003697,2.4122502419822465
BELLIARD (129) ELEM,129 RUE BELLIARD,18ème Ardt,75118,2025-2026,Elémentaire,48.89634919984214,2.335628779107625
44 ENFANTS D'IZIEU (2) POLY,2 PLACE DES 44 ENFANTS D'IZIEU,13ème Ardt,75113,2025-2026,Polyvalent,48.82163734442746,2.3562566111428294
HOSPITALIER ST GERVAIS (10) POLY,10 R HOSPITALIERES ST GERVAIS,4ème Ardt,75104,2025-2026,Polyvalent,48.85791478449449,2.3591417819637286
ECLUSES ST MARTIN (28) MAT,28 RUE DES ECLUSES ST MARTIN,10ème Ardt,75110,2025-2026,Maternelle,48.87726879165703,2.366224200007562
MAURICE ROUVIER (2) MAT,2 RUE MAURICE ROUVIER,14ème Ardt,75114,2025-2026,Maternelle,48.83060046384505,2.310572150253057
MENILMONTANT (10) MAT,10 RUE DE MENILMONTANT,20ème Ardt,75120,2025-2026,Maternelle,48.86725402416087,2.384198062869916
JOSEPH DE MAISTRE (94) MAT,94 RUE JOSEPH DE MAISTRE,18ème Ardt,75118,2025-2026,Maternelle,48.89328502795117,2.330324707554502
VILLIERS (22) MAT,22 AVENUE PORTE DE VILLIERS,17ème Ardt,75117,2025-2026,Maternelle,48.88495140132992,2.2855063149733303
DURANTI (10 B) MAT,10 bis RUE DURANTI,11ème Ardt,75111,2025-2026,Maternelle,48.860585425834756,2.383913549304241
TORCY (10-12) MAT,10 RUE DE TORCY,18ème Ardt,75118,2025-2026,Maternelle,48.8912764132004,2.3640416412674057
PREVOYANCE (29) MAT,29 RUE DE LA PREVOYANCE,19ème Ardt,75119,2025-2026,Maternelle,48.883707272072826,2.3945556084295427
PARMENTIER (159) ELEM - ANNETTE ZAIDMAN,159 AVENUE PARMENTIER,10ème Ardt,75110,2025-2026,Elémentaire,48.87169627827069,2.3696028414804537
TOURELLES (5/7) POLY,5 RUE DES TOURELLES,20ème Ardt,75120,2025-2026,Polyvalent,48.87473729137813,2.404086116145681
AMPERE (18) ELEM,18 RUE AMPERE,17ème Ardt,75117,2025-2026,Elémentaire,48.88531855079069,2.3049460969373756
EBLE (14) ELEM,14 RUE EBLE,7ème Ardt,75107,2025-2026,Elémentaire,48.84899535283046,2.3129223063567297
TELEGRAPHE (29) ELEM,29 RUE DU TELEGRAPHE,20ème Ardt,75120,2025-2026,Elémentaire,48.873410665618245,2.399105785179328
PIHET (1) ELEM,1 RUE PIHET,11ème Ardt,75111,2025-2026,Elémentaire,48.8634548011733,2.3738819813832723
PROVIDENCE (5) ELEM A,5 RUE DE LA PROVIDENCE,13ème Ardt,75113,2025-2026,Elémentaire,48.82534794391871,2.3488832432127746
RECOLLETS (19) ELEM,19 PASSAGE DES RECOLLETS,10ème Ardt,75110,2025-2026,Elémentaire,48.87430550401081,2.360525786029718
TANGER (17) ELEM,17 RUE DE TANGER,19ème Ardt,75119,2025-2026,Elémentaire,48.885634471865814,2.368120345247023
PARC DES PRINCES (23) ELEM,23 AVENUE DU PARC DES PRINCES,16ème Ardt,75116,2025-2026,Elémentaire,48.840918388943386,2.2546492073005466
CAVE (11) ELEM,11 RUE CAVE,18ème Ardt,75118,2025-2026,Elémentaire,48.886707348741396,2.355167024686983
ALESIA (3) ELEM,3 RUE D'ALESIA,14ème Ardt,75114,2025-2026,Elémentaire,48.82655422621689,2.3403547178238604
EMILE BOLLAERT (53) POLY,53 RUE EMILE BOLLAERT,19ème Ardt,75119,2025-2026,Polyvalent,48.89969071537215,2.3746351915586983
LEPIC (62) ELEM,62 RUE LEPIC,18ème Ardt,75118,2025-2026,Elémentaire,48.886944762308715,2.333969772249816
BELLES FEUILLES (3) POLY - FRANÇOIS JACOB,3 IMPASSE DES BELLES FEUILLES,16ème Ardt,75116,2025-2026,Polyvalent,48.868835717142865,2.2807781660877846
PIAT (36) POLY,36 RUE PIAT,20ème Ardt,75120,2025-2026,Polyvalent,48.87222675535386,2.3848223857345108
BOILEAU (17-23) ELEM,17 RUE BOILEAU,16ème Ardt,75116,2025-2026,Elémentaire,48.84634434555367,2.2652642274848054
PYRENEES (40) ELEM,40 RUE DES PYRENEES,20ème Ardt,75120,2025-2026,Elémentaire,48.85090897148368,2.406501323731271
PRISSE D'AVENNES (5) ELEM,5 RUE PRISSE D'AVENNES,14ème Ardt,75114,2025-2026,Elémentaire,48.82511885826271,2.328290185878548
CORBON (3) ELEM,3 RUE CORBON,15ème Ardt,75115,2025-2026,Elémentaire,48.836539511701346,2.3032996648591224
PYRENEES (291) ELEM B,291 RUE DES PYRENEES,20ème Ardt,75120,2025-2026,Elémentaire,48.86929088174666,2.394876559204671
JEANNE D'ARC (30) ELEM B,30 PLACE JEANNE D'ARC,13ème Ardt,75113,2025-2026,Elémentaire,48.83008507701475,2.3688892064970237
ALESIA (188) ELEM,188 RUE D'ALESIA,14ème Ardt,75114,2025-2026,Elémentaire,48.83250682565385,2.3128098933727257
TANGER (41) ELEM B,41 RUE DE TANGER,19ème Ardt,75119,2025-2026,Elémentaire,48.887768133734,2.3702364147193737
ALAIN-FOURNIER ( 5) ELEM,5 SQUARE ALAIN-FOURNIER,14ème Ardt,75114,2025-2026,Elémentaire,48.828324298488255,2.307674934788748
DECAMPS (4) POLY,4 RUE DECAMPS,16ème Ardt,75116,2025-2026,Polyvalent,48.865251799611215,2.2825335586619566
ARMAND CARREL (43) ELEM,43 RUE ARMAND CARREL,19ème Ardt,75119,2025-2026,Elémentaire,48.88265802269051,2.3766751079846076
BLOMET (19) ELEM,19 RUE BLOMET,15ème Ardt,75115,2025-2026,Elémentaire,48.843154953332736,2.3071755219437526
LANCRY (15) POLY,15 RUE DE LANCRY,10ème Ardt,75110,2025-2026,Polyvalent,48.8695684314418,2.360343892968746
FRERES VOISIN (3) POLY,3 BOULEVARD DES FRERES VOISIN,15ème Ardt,75115,2025-2026,Polyvalent,48.827963593963766,2.268341258697311
TANGER (41) MAT,41 RUE DE TANGER,19ème Ardt,75119,2025-2026,Maternelle,48.887768133734,2.3702364147193737
KUSS (8) POLY,8 RUE KUSS,13ème Ardt,75113,2025-2026,Polyvalent,48.8222309853145,2.351305571901135
COLETTE MAGNY(21) MAT,21 RUE COLETTE MAGNY,19ème Ardt,75119,2025-2026,Maternelle,48.89490828414763,2.374620279812698
BOISSIERE (56) POLY,56 RUE BOISSIERE,16ème Ardt,75116,2025-2026,Polyvalent,48.86804861016124,2.288044144313185
VAUVENARGUES (52) MAT,52 RUE VAUVENARGUES,18ème Ardt,75118,2025-2026,Maternelle,48.895418518323694,2.331537079400387
SIMON BOLIVAR (119) ELEM A,119 AVENUE SIMON BOLIVAR,19ème Ardt,75119,2025-2026,Elémentaire,48.87983801495678,2.374187395474631
CHABROL (41) ELEM,41 RUE DE CHABROL,10ème Ardt,75110,2025-2026,Elémentaire,48.87681430565876,2.353018658033968
LECOMTE (6) POLY,6 RUE LECOMTE,17ème Ardt,75117,2025-2026,Polyvalent,48.88867104666562,2.321071444973094
