IRIS,LIBCOM,LIBIRIS,GRD_QUART,population
751197614,Paris 19e Arrondissement,Combat 14,7511976,2036.32125586525
751197615,Paris 19e Arrondissement,Combat 15,7511976,2100.2362122654
751197616,Paris 19e Arrondissement,Combat 16,7511976,1460.04542458131
751207701,Paris 20e Arrondissement,Belleville 1,7512077,2059.01547486262
751207702,Paris 20e Arrondissement,Belleville 2,7512077,2243.65536948901
751207703,Paris 20e Arrondissement,Belleville 3,7512077,1797.18499109872
751207704,Paris 20e Arrondissement,Belleville 4,7512077,1756.28101027755
751207705,Paris 20e Arrondissement,Belleville 5,7512077,1631.80665414927
751207706,Paris 20e Arrondissement,Belleville 6,7512077,1919.59572888581
751207707,Paris 20e Arrondissement,Belleville 7,7512077,2382.11710493091
751207708,Paris 20e Arrondissement,Belleville 8,7512077,2504.05535114936
751207709,Paris 20e Arrondissement,Belleville 9,7512077,1111.251248875
751207710,Paris 20e Arrondissement,Belleville 10,7512077,1939.89379424246
751207711,Paris 20e Arrondissement,Belleville 11,7512077,3132.85434987275
751207712,Paris 20e Arrondissement,Belleville 12,7512077,2303.73109976204
751207713,Paris 20e Arrondissement,Belleville 13,7512077,2368.85196741812
751207714,Paris 20e Arrondissement,Belleville 14,7512077,2525.59055531986
751207801,Paris 20e Arrondissement,Saint-Fargeau 1,7512078,3063.3047862673
751207802,Paris 20e Arrondissement,Saint-Fargeau 2,7512078,3175.77292228824
751207803,Paris 20e Arrondissement,Saint-Fargeau 3,7512078,1458.64122752041
751207804,Paris 20e Arrondissement,Saint-Fargeau 4,7512078,1715.88960334737
751207805,Paris 20e Arrondissement,Saint-Fargeau 5,7512078,2746.19022844542
751207806,Paris 20e Arrondissement,Saint-Fargeau 6,7512078,3650.03869222683
751207807,Paris 20e Arrondissement,Saint-Fargeau 7,7512078,2493.66720823732
751207808,Paris 20e Arrondissement,Saint-Fargeau 8,7512078,3424.68616129676
751207809,Paris 20e Arrondissement,Saint-Fargeau 9,7512078,3492.7918281801
751207810,Paris 20e Arrondissement,Saint-Fargeau 10,7512078,1660.854334332
751207811,Paris 20e Arrondissement,Saint-Fargeau 11,7512078,1582.45432531254
751207812,Paris 20e Arrondissement,Saint-Fargeau 12,7512078,1703.3978843905
751207813,Paris 20e Arrondissement,Saint-Fargeau 13,7512078,1932.02906473027
751207814,Paris 20e Arrondissement,Saint-Fargeau 14,7512078,1800.64118883327
751207815,Paris 20e Arrondissement,Saint-Fargeau 15,7512078,2648.85668178928
751207816,Paris 20e Arrondissement,Saint-Fargeau 16,7512078,2809.45389845712
751207901,Paris 20e Arrondissement,Père Lachaise 1,7512079,3263.84744256712
751207902,Paris 20e Arrondissement,Père Lachaise 2,7512079,2490.33378562795
751207903,Paris 20e Arrondissement,Père Lachaise 3,7512079,2086.05932637836
751207904,Paris 20e Arrondissement,Père Lachaise 4,7512079,2076.21886365813
751207905,Paris 20e Arrondissement,Père Lachaise 5,7512079,4974.33953160984
751207906,Paris 20e Arrondissement,Père Lachaise 6,7512079,1795.14282640692
751207907,Paris 20e Arrondissement,Père Lachaise 7,7512079,2531.49018189694
751207908,Paris 20e Arrondissement,Père Lachaise 8,7512079,2520.03332107835
751207909,Paris 20e Arrondissement,Père Lachaise 9,7512079,1480.90129279798
751207910,Paris 20e Arrondissement,Père Lachaise 10,7512079,2325.35542543692
751207911,Paris 20e Arrondissement,Père Lachaise 11,7512079,2095.64297676216
751207912,Paris 20e Arrondissement,Père Lachaise 12,7512079,2776.6624803386
751207913,Paris 20e Arrondissement,Père Lachaise 13,7512079,1830.70530369864
751207914,Paris 20e Arrondissement,Père Lachaise 14,7512079,2029.27235918325
751207915,Paris 20e Arrondissement,Père Lachaise 15,7512079,2575.56992564593
751207916,Paris 20e Arrondissement,Père Lachaise 16,7512079,2497.87606393049
751208001,Paris 20e Arrondissement,Charonne 1,7512080,1885.6056332254
751208002,Paris 20e Arrondissement,Charonne 2,7512080,1732.26561845244
751208003,Paris 20e Arrondissement,Charonne 3,7512080,2624.66601956879
751208004,Paris 20e Arrondissement,Charonne 4,7512080,1650.43739779411
751208005,Paris 20e Arrondissement,Charonne 5,7512080,1681.99422804896
751208006,Paris 20e Arrondissement,Charonne 6,7512080,2413.05094868166
751208007,Paris 20e Arrondissement,Charonne 7,7512080,3480.40941549461
751208008,Paris 20e Arrondissement,Charonne 8,7512080,2273.31202624772
751208009,Paris 20e Arrondissement,Charonne 9,7512080,1151.04363524066
751208010,Paris 20e Arrondissement,Charonne 10,7512080,1863.91386332385
751208011,Paris 20e Arrondissement,Charonne 11,7512080,1379.59779495014
751208012,Paris 20e Arrondissement,Charonne 12,7512080,2475.63523693919
751208013,Paris 20e Arrondissement,Charonne 13,7512080,2241.80220040481
751208014,Paris 20e Arrondissement,Charonne 14,7512080,1904.43321705247
751208015,Paris 20e Arrondissement,Charonne 15,7512080,2731.16744041966
751208016,Paris 20e Arrondissement,Charonne 16,7512080,2165.6870984564
751208017,Paris 20e Arrondissement,Charonne 17,7512080,2310.07334405681
751208018,Paris 20e Arrondissement,Charonne 18,7512080,2323.01625576649
751208019,Paris 20e Arrondissement,Charonne 19,7512080,4385.52408235848
751208020,Paris 20e Arrondissement,Charonne 20,7512080,2117.29798234459
751208021,Paris 20e Arrondissement,Charonne 21,7512080,3274.26064203382
751208022,Paris 20e Arrondissement,Charonne 22,7512080,1558.58050115053
751208023,Paris 20e Arrondissement,Charonne 23,7512080,1863.21951567161
751208024,Paris 20e Arrondissement,Charonne 24,7512080,2885.94441625933
751208025,Paris 20e Arrondissement,Charonne 25,7512080,2525.51172673178
751208026,Paris 20e Arrondissement,Charonne 26,7512080,1562.18287458002
