IRIS,LIBCOM,LIBIRIS,GRD_QUART,population
751145610,Paris 14e Arrondissement,Plaisance 10,7511456,1915.67593196037
751145611,Paris 14e Arrondissement,Plaisance 11,7511456,1256.18360232875
751145612,Paris 14e Arrondissement,Plaisance 12,7511456,1674.90012313101
751145613,Paris 14e Arrondissement,Plaisance 13,7511456,2080.96791525647
751145614,Paris 14e Arrondissement,Plaisance 14,7511456,1707.32612345593
751145615,Paris 14e Arrondissement,Plaisance 15,7511456,1850.77150202194
751145616,Paris 14e Arrondissement,Plaisance 16,7511456,2458.10457378994
751145617,Paris 14e Arrondissement,Plaisance 17,7511456,1874.58490767967
751145618,Paris 14e Arrondissement,Plaisance 18,7511456,2518.73343514318
751145619,Paris 14e Arrondissement,Plaisance 19,7511456,2040.43383146982
751145620,Paris 14e Arrondissement,Plaisance 20,7511456,2143.03204712985
751145621,Paris 14e Arrondissement,Plaisance 21,7511456,1796.32444138036
751145622,Paris 14e Arrondissement,Plaisance 22,7511456,1473.77031822834
751145623,Paris 14e Arrondissement,Plaisance 23,7511456,2914.44049588114
751145624,Paris 14e Arrondissement,Plaisance 24,7511456,2077.6313493002
751155701,Paris 15e Arrondissement,Saint-Lambert 1,7511557,3367.52727579594
751155702,Paris 15e Arrondissement,Saint-Lambert 2,7511557,1121.30736390606
751155703,Paris 15e Arrondissement,Saint-Lambert 3,7511557,3435.98977302617
751155704,Paris 15e Arrondissement,Saint-Lambert 4,7511557,2008.42285977146
751155705,Paris 15e Arrondissement,Saint-Lambert 5,7511557,3913.22686156736
751155706,Paris 15e Arrondissement,Saint-Lambert 6,7511557,2319.56711606649
751155707,Paris 15e Arrondissement,Saint-Lambert 7,7511557,1842.67928535182
751155708,Paris 15e Arrondissement,Saint-Lambert 8,7511557,3348.77152098202
751155709,Paris 15e Arrondissement,Saint-Lambert 9,7511557,3003.73445065015
751155710,Paris 15e Arrondissement,Saint-Lambert 10,7511557,3684.32655160932
751155711,Paris 15e Arrondissement,Saint-Lambert 11,7511557,1616.98546572203
751155712,Paris 15e Arrondissement,Saint-Lambert 12,7511557,1716.21560484001
751155713,Paris 15e Arrondissement,Saint-Lambert 13,7511557,1521.89538343256
751155714,Paris 15e Arrondissement,Saint-Lambert 14,7511557,1735.01068450113
751155715,Paris 15e Arrondissement,Saint-Lambert 15,7511557,2861.58201278376
751155716,Paris 15e Arrondissement,Saint-Lambert 16,7511557,2231.6318360719
751155717,Paris 15e Arrondissement,Saint-Lambert 17,7511557,2287.79236619247
751155718,Paris 15e Arrondissement,Saint-Lambert 18,7511557,1725.18105809984
751155719,Paris 15e Arrondissement,Saint-Lambert 19,7511557,1810.74807996337
751155720,Paris 15e Arrondissement,Saint-Lambert 20,7511557,1873.90936569051
751155721,Paris 15e Arrondissement,Saint-Lambert 21,7511557,1440.14879994352
751155722,Paris 15e Arrondissement,Saint-Lambert 22,7511557,2841.55279856171
751155723,Paris 15e Arrondissement,Saint-Lambert 23,7511557,2303.57110987624
751155724,Paris 15e Arrondissement,Saint-Lambert 24,7511557,3023.17567015143
751155725,Paris 15e Arrondissement,Saint-Lambert 25,7511557,2340.61888896326
751155726,Paris 15e Arrondissement,Saint-Lambert 26,7511557,2414.97760971437
751155727,Paris 15e Arrondissement,Saint-Lambert 27,7511557,2571.66500678168
751155728,Paris 15e Arrondissement,Saint-Lambert 28,7511557,1711.94200933229
751155729,Paris 15e Arrondissement,Saint-Lambert 29,7511557,3015.17111748779
751155730,Paris 15e Arrondissement,Saint-Lambert 30,7511557,2204.90297340683
751155731,Paris 15e Arrondissement,Saint-Lambert 31,7511557,2382.50930099525
751155801,Paris 15e Arrondissement,Necker 1,7511558,2689.25393360233
751155802,Paris 15e Arrondissement,Necker 2,7511558,2626.7894361235
751155803,Paris 15e Arrondissement,Necker 3,7511558,3294.30863782759
751155804,Paris 15e Arrondissement,Necker 4,7511558,2103.87225644372
751155805,Paris 15e Arrondissement,Necker 5,7511558,1936.59491629026
751155806,Paris 15e Arrondissement,Necker 6,7511558,2795.30780027891
751155807,Paris 15e Arrondissement,Necker 7,7511558,3277.86711625919
751155808,Paris 15e Arrondissement,Necker 8,7511558,1817.89392664676
751155809,Paris 15e Arrondissement,Necker 9,7511558,2984.61312515529
751155810,Paris 15e Arrondissement,Necker 10,7511558,4525.24192184853
751155811,Paris 15e Arrondissement,Necker 11,7511558,1544.46555844511
751155812,Paris 15e Arrondissement,Necker 12,7511558,1761.29898469729
751155813,Paris 15e Arrondissement,Necker 13,7511558,1916.25363542495
751155814,Paris 15e Arrondissement,Necker 14,7511558,1522.92646419945
751155815,Paris 15e Arrondissement,Necker 15,7511558,2038.62130343728
751155816,Paris 15e Arrondissement,Necker 16,7511558,1899.35962151982
751155817,Paris 15e Arrondissement,Necker 17,7511558,1953.81223499567
751155901,Paris 15e Arrondissement,Grenelle 1,7511559,1940.72696954892
751155902,Paris 15e Arrondissement,Grenelle 2,7511559,1373.14031550534
751155903,Paris 15e Arrondissement,Grenelle 3,7511559,1972.8967980494
751155904,Paris 15e Arrondissement,Grenelle 4,7511559,1899.44568262642
751155905,Paris 15e Arrondissement,Grenelle 5,7511559,2307.69192663583
751155906,Paris 15e Arrondissement,Grenelle 6,7511559,2257.92114095745
751155907,Paris 15e Arrondissement,Grenelle 7,7511559,2253.71230142908
751155908,Paris 15e Arrondissement,Grenelle 8,7511559,2354.32264124193
751155909,Paris 15e Arrondissement,Grenelle 9,7511559,1889.13112220076
751155910,Paris 15e Arrondissement,Grenelle 10,7511559,1946.95087980359
751155911,Paris 15e Arrondissement,Grenelle 11,7511559,2280.74464783756
751155912,Paris 15e Arrondissement,Grenelle 12,7511559,2882.53067124294
751155913,Paris 15e Arrondissement,Grenelle 13,7511559,2276.94685267167
751155914,Paris 15e Arrondissement,Grenelle 14,7511559,1552.64875750271
751155915,Paris 15e Arrondissement,Grenelle 15,7511559,1782.3030142367
751155916,Paris 15e Arrondissement,Grenelle 16,7511559,1778.78501482925
751155917,Paris 15e Arrondissement,Grenelle 17,7511559,2269.21021235865
751155918,Paris 15e Arrondissement,Grenelle 18,7511559,2682.42921879976
751155919,Paris 15e Arrondissement,Grenelle 19,7511559,1961.51223921592
751156001,Paris 15e Arrondissement,Javel 1,7511560,2307.23800603517
751156002,Paris 15e Arrondissement,Javel 2,7511560,1861.15208333347
751156003,Paris 15e Arrondissement,Javel 3,7511560,2400.67191572721
751156004,Paris 15e Arrondissement,Javel 4,7511560,3195.95423043398
751156005,Paris 15e Arrondissement,Javel 5,7511560,2650.9314122751
751156006,Paris 15e Arrondissement,Javel 6,7511560,1727.19034748115
751156007,Paris 15e Arrondissement,Javel 7,7511560,2226.77524593486
751156008,Paris 15e Arrondissement,Javel 8,7511560,1626.50533496555
751156009,Paris 15e Arrondissement,Javel 9,7511560,1435.12214404907
751156010,Paris 15e Arrondissement,Javel 10,7511560,2430.20149466795
751156012,Paris 15e Arrondissement,Javel 12,7511560,3273.84711493021
751156013,Paris 15e Arrondissement,Javel 13,7511560,1961.84374957488
751156014,Paris 15e Arrondissement,Javel 14,7511560,2555.46017247368
751156015,Paris 15e Arrondissement,Javel 15,7511560,1564.3911515392
751156016,Paris 15e Arrondissement,Javel 16,7511560,1964.10961508663
751156017,Paris 15e Arrondissement,Javel 17,7511560,1849.36897788695
751156018,Paris 15e Arrondissement,Javel 18,7511560,2650.069171998
751156019,Paris 15e Arrondissement,Javel 19,7511560,3366.40111141456
751156020,Paris 15e Arrondissement,Javel 20,7511560,2846.55130443895
751166101,Paris 16e Arrondissement,Auteuil 1,7511661,2015.03425563353
751166102,Paris 16e Arrondissement,Auteuil 2,7511661,2144.73128294097
751166103,Paris 16e Arrondissement,Auteuil 3,7511661,1432.30227835558
751166104,Paris 16e Arrondissement,Auteuil 4,7511661,1796.21742248995
751166105,Paris 16e Arrondissement,Auteuil 5,7511661,1867.4139741185
751166106,Paris 16e Arrondissement,Auteuil 6,7511661,2588.04076287964
751166107,Paris 16e Arrondissement,Auteuil 7,7511661,3358.86828755808
751166108,Paris 16e Arrondissement,Auteuil 8,7511661,1765.69856311662
751166109,Paris 16e Arrondissement,Auteuil 9,7511661,2422.13562641741
751166110,Paris 16e Arrondissement,Auteuil 10,7511661,2030.61576899802
751166111,Paris 16e Arrondissement,Auteuil 11,7511661,1934.97674352212
751166112,Paris 16e Arrondissement,Auteuil 12,7511661,1811.37491810644
751166113,Paris 16e Arrondissement,Auteuil 13,7511661,1750.88716295249
751166114,Paris 16e Arrondissement,Auteuil 14,7511661,1745.35844969325
751166115,Paris 16e Arrondissement,Auteuil 15,7511661,2949.76307333411
751166116,Paris 16e Arrondissement,Auteuil 16,7511661,1791.6513941754
751166117,Paris 16e Arrondissement,Auteuil 17,7511661,2291.69587969556
751166118,Paris 16e Arrondissement,Auteuil 18,7511661,2162.39594082669
751166119,Paris 16e Arrondissement,Auteuil 19,7511661,1966.64545970157
751166120,Paris 16e Arrondissement,Auteuil 20,7511661,1697.4734620889
751166121,Paris 16e Arrondissement,Auteuil 21,7511661,1902.25969853195
751166122,Paris 16e Arrondissement,Auteuil 22,7511661,2264.31991965477
751166123,Paris 16e Arrondissement,Auteuil 23,7511661,1814.54927659751
751166124,Paris 16e Arrondissement,Auteuil 24,7511661,1411.12617902661
751166125,Paris 16e Arrondissement,Auteuil 25,7511661,1840.71265892792
751166126,Paris 16e Arrondissement,Auteuil 26,7511661,2499.19404205855
751166127,Paris 16e Arrondissement,Auteuil 27,7511661,2763.89989032406
751166128,Paris 16e Arrondissement,Auteuil 28,7511661,2175.20235664546
751166129,Paris 16e Arrondissement,Auteuil 29,7511661,1389.37083793658
751166130,Paris 16e Arrondissement,Auteuil 30,7511661,1685.2687058966
751166201,Paris 16e Arrondissement,Muette 1,7511662,1311.68671431222
751166202,Paris 16e Arrondissement,Muette 2,7511662,1720.59401826469
751166203,Paris 16e Arrondissement,Muette 3,7511662,2047.94265483879
751166204,Paris 16e Arrondissement,Muette 4,7511662,2075.21497279705
751166205,Paris 16e Arrondissement,Muette 5,7511662,1791.0289175342
751166206,Paris 16e Arrondissement,Muette 6,7511662,1721.73996729531
751166207,Paris 16e Arrondissement,Muette 7,7511662,1184.37902550815
751166208,Paris 16e Arrondissement,Muette 8,7511662,1784.03493681449
751166209,Paris 16e Arrondissement,Muette 9,7511662,1873.74736298943
751166210,Paris 16e Arrondissement,Muette 10,7511662,1672.33978098375
751166211,Paris 16e Arrondissement,Muette 11,7511662,2040.09453501455
751166212,Paris 16e Arrondissement,Muette 12,7511662,1677.69182561976
751166213,Paris 16e Arrondissement,Muette 13,7511662,1976.39569708065
751166214,Paris 16e Arrondissement,Muette 14,7511662,1854.16716444708
751166215,Paris 16e Arrondissement,Muette 15,7511662,2173.43684765544
751166216,Paris 16e Arrondissement,Muette 16,7511662,1621.65998999294
751166217,Paris 16e Arrondissement,Muette 17,7511662,2553.45591880192
751166218,Paris 16e Arrondissement,Muette 18,7511662,2056.67566973488
751166219,Paris 16e Arrondissement,Muette 19,7511662,2440.96448897043
751166220,Paris 16e Arrondissement,Muette 20,7511662,2141.74974163924
751166221,Paris 16e Arrondissement,Muette 21,7511662,1540.77424021518
751166301,Paris 16e Arrondissement,Porte Dauphine 1,7511663,1844.01608338526
751166302,Paris 16e Arrondissement,Porte Dauphine 2,7511663,3003.4191365553
751166303,Paris 16e Arrondissement,Porte Dauphine 3,7511663,2183.66693548407
751166304,Paris 16e Arrondissement,Porte Dauphine 4,7511663,2957.71910886526
751166305,Paris 16e Arrondissement,Porte Dauphine 5,7511663,1517.92740449091
751166306,Paris 16e Arrondissement,Porte Dauphine 6,7511663,2159.38582729938
751166307,Paris 16e Arrondissement,Porte Dauphine 7,7511663,2160.57442928172
751166308,Paris 16e Arrondissement,Porte Dauphine 8,7511663,2059.00653157364
751166309,Paris 16e Arrondissement,Porte Dauphine 9,7511663,1617.33289380594
751166310,Paris 16e Arrondissement,Porte Dauphine 10,7511663,1256.22452260716
751166311,Paris 16e Arrondissement,Porte Dauphine 11,7511663,1258.58081632663
751166401,Paris 16e Arrondissement,Chaillot 1,7511664,1213.74091283672
751166402,Paris 16e Arrondissement,Chaillot 2,7511664,1764.64645983601
751166403,Paris 16e Arrondissement,Chaillot 3,7511664,2173.70950911622
751166404,Paris 16e Arrondissement,Chaillot 4,7511664,1726.0749565081
751166405,Paris 16e Arrondissement,Chaillot 5,7511664,2028.88934539914
751166406,Paris 16e Arrondissement,Chaillot 6,7511664,1478.19575201759
751166407,Paris 16e Arrondissement,Chaillot 7,7511664,2547.37542554894
751166409,Paris 16e Arrondissement,Chaillot 9,7511664,1977.78182509147
751176501,Paris 17e Arrondissement,Ternes 1,7511765,3275.5713299459
751176502,Paris 17e Arrondissement,Ternes 2,7511765,2381.46597809787
751176503,Paris 17e Arrondissement,Ternes 3,7511765,1683.9258686136
751176504,Paris 17e Arrondissement,Ternes 4,7511765,2748.86883111342
751176505,Paris 17e Arrondissement,Ternes 5,7511765,1462.73505084191
751176506,Paris 17e Arrondissement,Ternes 6,7511765,1699.00059633342
751176507,Paris 17e Arrondissement,Ternes 7,7511765,2102.85069645527
751176508,Paris 17e Arrondissement,Ternes 8,7511765,2923.77324170258
751176509,Paris 17e Arrondissement,Ternes 9,7511765,1693.43565505921
751176510,Paris 17e Arrondissement,Ternes 10,7511765,2589.16078234584
751176511,Paris 17e Arrondissement,Ternes 11,7511765,1875.49608962925
751176512,Paris 17e Arrondissement,Ternes 12,7511765,2384.84220281046
751176513,Paris 17e Arrondissement,Ternes 13,7511765,1700.9194276408
751176514,Paris 17e Arrondissement,Ternes 14,7511765,1863.64646003639
751176515,Paris 17e Arrondissement,Ternes 15,7511765,3195.21988580168
751176601,Paris 17e Arrondissement,Plaine Monceau 1,7511766,1958.00201126549
751176602,Paris 17e Arrondissement,Plaine Monceau 2,7511766,2607.20003224859
751176603,Paris 17e Arrondissement,Plaine Monceau 3,7511766,2824.95983755396
751176604,Paris 17e Arrondissement,Plaine Monceau 4,7511766,1885.50812615176
751176605,Paris 17e Arrondissement,Plaine Monceau 5,7511766,1724.12973937879
751176606,Paris 17e Arrondissement,Plaine Monceau 6,7511766,1846.11552778294
751176607,Paris 17e Arrondissement,Plaine Monceau 7,7511766,1651.63201875593
751176608,Paris 17e Arrondissement,Plaine Monceau 8,7511766,1566.06369432651
751176609,Paris 17e Arrondissement,Plaine Monceau 9,7511766,2017.91614239027
751176610,Paris 17e Arrondissement,Plaine Monceau 10,7511766,2194.18933832367
751176611,Paris 17e Arrondissement,Plaine Monceau 11,7511766,2483.96890419736
751176612,Paris 17e Arrondissement,Plaine Monceau 12,7511766,2762.71517504699
751176613,Paris 17e Arrondissement,Plaine Monceau 13,7511766,2049.21148554323
751176614,Paris 17e Arrondissement,Plaine Monceau 14,7511766,2929.01855025672
751176615,Paris 17e Arrondissement,Plaine Monceau 15,7511766,3161.84180901975
751176616,Paris 17e Arrondissement,Plaine Monceau 16,7511766,2121.03800408619
751176701,Paris 17e Arrondissement,Batignolles 1,7511767,2003.51285499201
751176702,Paris 17e Arrondissement,Batignolles 2,7511767,2092.78209741297
751176703,Paris 17e Arrondissement,Batignolles 3,7511767,1866.91656158955
751176704,Paris 17e Arrondissement,Batignolles 4,7511767,2265.25466109258
751176705,Paris 17e Arrondissement,Batignolles 5,7511767,1647.96967557932
751176706,Paris 17e Arrondissement,Batignolles 6,7511767,2138.39671383105
751176707,Paris 17e Arrondissement,Batignolles 7,7511767,1692.11837219483
751176708,Paris 17e Arrondissement,Batignolles 8,7511767,2123.07188977377
751176709,Paris 17e Arrondissement,Batignolles 9,7511767,1979.22391118577
751176710,Paris 17e Arrondissement,Batignolles 10,7511767,3292.07404601628
751176711,Paris 17e Arrondissement,Batignolles 11,7511767,1901.81970750066
751176712,Paris 17e Arrondissement,Batignolles 12,7511767,1885.86755170515
751176713,Paris 17e Arrondissement,Batignolles 13,7511767,2491.70654773067
751176714,Paris 17e Arrondissement,Batignolles 14,7511767,6201.89937888795
751176715,Paris 17e Arrondissement,Batignolles 15,7511767,2466.04451636517
751176716,Paris 17e Arrondissement,Batignolles 16,7511767,1576.13123514788
751176801,Paris 17e Arrondissement,Épinettes 1,7511768,2605.1551924857
751176802,Paris 17e Arrondissement,Épinettes 2,7511768,3127.60299206698
751176803,Paris 17e Arrondissement,Épinettes 3,7511768,2419.21841559502
751176804,Paris 17e Arrondissement,Épinettes 4,7511768,2114.02381378849
751176805,Paris 17e Arrondissement,Épinettes 5,7511768,1657.73894986682
751176806,Paris 17e Arrondissement,Épinettes 6,7511768,4468.40980737515
751176807,Paris 17e Arrondissement,Épinettes 7,7511768,2190.71183474033
751176808,Paris 17e Arrondissement,Épinettes 8,7511768,2262.37846039909
751176809,Paris 17e Arrondissement,Épinettes 9,7511768,2092.91037006677
751176810,Paris 17e Arrondissement,Épinettes 10,7511768,1802.82245101189
751176811,Paris 17e Arrondissement,Épinettes 11,7511768,2054.79219910714
751176812,Paris 17e Arrondissement,Épinettes 12,7511768,1681.68550212611
751176813,Paris 17e Arrondissement,Épinettes 13,7511768,1999.59566546023
751176814,Paris 17e Arrondissement,Épinettes 14,7511768,2091.56751556353
751176815,Paris 17e Arrondissement,Épinettes 15,7511768,1726.77878154352
751176816,Paris 17e Arrondissement,Épinettes 16,7511768,2434.52838608191
751176817,Paris 17e Arrondissement,Épinettes 17,7511768,1315.04283712963
751186901,Paris 18e Arrondissement,Grandes Carrières 1,7511869,1958.69253942154
751186902,Paris 18e Arrondissement,Grandes Carrières 2,7511869,1688.54258756427
751186903,Paris 18e Arrondissement,Grandes Carrières 3,7511869,1822.3215663579
751186904,Paris 18e Arrondissement,Grandes Carrières 4,7511869,2403.64260272288
751186905,Paris 18e Arrondissement,Grandes Carrières 5,7511869,2561.12912743502
751186906,Paris 18e Arrondissement,Grandes Carrières 6,7511869,2117.01474659243
751186907,Paris 18e Arrondissement,Grandes Carrières 7,7511869,3109.75893614545
751186908,Paris 18e Arrondissement,Grandes Carrières 8,7511869,1660.43834183753
751186909,Paris 18e Arrondissement,Grandes Carrières 9,7511869,1323.72741291324
751186910,Paris 18e Arrondissement,Grandes Carrières 10,7511869,2296.84563720568
751186911,Paris 18e Arrondissement,Grandes Carrières 11,7511869,1429.48158176769
751186912,Paris 18e Arrondissement,Grandes Carrières 12,7511869,2480.56733872064
751186913,Paris 18e Arrondissement,Grandes Carrières 13,7511869,1705.31343483072
751186914,Paris 18e Arrondissement,Grandes Carrières 14,7511869,1803.23286105983
751186915,Paris 18e Arrondissement,Grandes Carrières 15,7511869,1795.95236303024
751186916,Paris 18e Arrondissement,Grandes Carrières 16,7511869,2330.24561116104
751186917,Paris 18e Arrondissement,Grandes Carrières 17,7511869,1706.38979827857
751186918,Paris 18e Arrondissement,Grandes Carrières 18,7511869,3222.78975207743
751186919,Paris 18e Arrondissement,Grandes Carrières 19,7511869,3545.41011011168
751186920,Paris 18e Arrondissement,Grandes Carrières 20,7511869,1915.71680320521
751186921,Paris 18e Arrondissement,Grandes Carrières 21,7511869,1858.04403932781
751186922,Paris 18e Arrondissement,Grandes Carrières 22,7511869,2301.47685945713
751186923,Paris 18e Arrondissement,Grandes Carrières 23,7511869,3314.53091752454
751186924,Paris 18e Arrondissement,Grandes Carrières 24,7511869,2951.9316110893
751186925,Paris 18e Arrondissement,Grandes Carrières 25,7511869,2424.65546483496
751186926,Paris 18e Arrondissement,Grandes Carrières 26,7511869,1972.23714197569
751186927,Paris 18e Arrondissement,Grandes Carrières 27,7511869,1455.00269984912
751186928,Paris 18e Arrondissement,Grandes Carrières 28,7511869,1834.83667678908
751187001,Paris 18e Arrondissement,Clignancourt 1,7511870,2726.65404205408
751187002,Paris 18e Arrondissement,Clignancourt 2,7511870,2186.13902579286
751187003,Paris 18e Arrondissement,Clignancourt 3,7511870,1755.70361617558
751187004,Paris 18e Arrondissement,Clignancourt 4,7511870,1407.94204800025
751187005,Paris 18e Arrondissement,Clignancourt 5,7511870,1905.64045465005
751187006,Paris 18e Arrondissement,Clignancourt 6,7511870,1982.8175405963
751187007,Paris 18e Arrondissement,Clignancourt 7,7511870,1708.03761168245
751187008,Paris 18e Arrondissement,Clignancourt 8,7511870,1447.09140255822
751187009,Paris 18e Arrondissement,Clignancourt 9,7511870,2676.66874981327
751187010,Paris 18e Arrondissement,Clignancourt 10,7511870,1523.71658686248
751187011,Paris 18e Arrondissement,Clignancourt 11,7511870,1916.0219975343
751187012,Paris 18e Arrondissement,Clignancourt 12,7511870,2226.36715860243
751187013,Paris 18e Arrondissement,Clignancourt 13,7511870,2436.95516466375
751187014,Paris 18e Arrondissement,Clignancourt 14,7511870,1444.67000923412
751187015,Paris 18e Arrondissement,Clignancourt 15,7511870,1906.51238119037
751187016,Paris 18e Arrondissement,Clignancourt 16,7511870,1967.60219667044
751187017,Paris 18e Arrondissement,Clignancourt 17,7511870,3075.49050036901
751187018,Paris 18e Arrondissement,Clignancourt 18,7511870,1902.66234763138
751187019,Paris 18e Arrondissement,Clignancourt 19,7511870,2471.43056293131
751187020,Paris 18e Arrondissement,Clignancourt 20,7511870,2024.23251093786
751187021,Paris 18e Arrondissement,Clignancourt 21,7511870,3048.04620003431
751187022,Paris 18e Arrondissement,Clignancourt 22,7511870,2519.00813322711
751187023,Paris 18e Arrondissement,Clignancourt 23,7511870,2049.10087614385
751187024,Paris 18e Arrondissement,Clignancourt 24,7511870,1771.86293494178
751187025,Paris 18e Arrondissement,Clignancourt 25,7511870,1843.31027945216
751187026,Paris 18e Arrondissement,Clignancourt 26,7511870,2285.86157473108
751187027,Paris 18e Arrondissement,Clignancourt 27,7511870,2151.27833932719
751187101,Paris 18e Arrondissement,Goutte d'Or 1,7511871,2291.78090667105
751187102,Paris 18e Arrondissement,Goutte d'Or 2,7511871,2853.88473147205
751187103,Paris 18e Arrondissement,Goutte d'Or 3,7511871,1721.18634631848
751187104,Paris 18e Arrondissement,Goutte d'Or 4,7511871,1841.95575513623
751187105,Paris 18e Arrondissement,Goutte d'Or 5,7511871,1434.82294654041
751187106,Paris 18e Arrondissement,Goutte d'Or 6,7511871,1910.83375213163
751187107,Paris 18e Arrondissement,Goutte d'Or 7,7511871,1529.55035794397
751187108,Paris 18e Arrondissement,Goutte d'Or 8,7511871,1760.4087203686
751187109,Paris 18e Arrondissement,Goutte d'Or 9,7511871,1562.46987989211
751187110,Paris 18e Arrondissement,Goutte d'Or 10,7511871,5805.42792853764
751187201,Paris 18e Arrondissement,Chapelle 1,7511872,2169.69944166733
751187202,Paris 18e Arrondissement,Chapelle 2,7511872,1750.0089802461
751187203,Paris 18e Arrondissement,Chapelle 3,7511872,1777.1918677254
751187204,Paris 18e Arrondissement,Chapelle 4,7511872,1730.18565857399
751187205,Paris 18e Arrondissement,Chapelle 5,7511872,2239.31164448213
751187206,Paris 18e Arrondissement,Chapelle 6,7511872,2135.45937148158
751187207,Paris 18e Arrondissement,Chapelle 7,7511872,2393.05804719668
751187208,Paris 18e Arrondissement,Chapelle 8,7511872,2797.7973548195
751187209,Paris 18e Arrondissement,Chapelle 9,7511872,2366.89599389445
751197301,Paris 19e Arrondissement,Villette 1,7511973,3747.363404708
751197302,Paris 19e Arrondissement,Villette 2,7511973,2621.59815210301
751197303,Paris 19e Arrondissement,Villette 3,7511973,3388.51656503888
751197304,Paris 19e Arrondissement,Villette 4,7511973,2126.25974788144
751197305,Paris 19e Arrondissement,Villette 5,7511973,2889.65794045783
751197306,Paris 19e Arrondissement,Villette 6,7511973,2299.18959739237
751197307,Paris 19e Arrondissement,Villette 7,7511973,2614.13826302235
751197308,Paris 19e Arrondissement,Villette 8,7511973,2681.72187558814
751197309,Paris 19e Arrondissement,Villette 9,7511973,2641.14927977441
751197310,Paris 19e Arrondissement,Villette 10,7511973,4014.57104361241
751197311,Paris 19e Arrondissement,Villette 11,7511973,1967.68949925738
751197312,Paris 19e Arrondissement,Villette 12,7511973,1539.09937297025
751197313,Paris 19e Arrondissement,Villette 13,7511973,2493.83352384392
751197314,Paris 19e Arrondissement,Villette 14,7511973,1911.16510459935
751197315,Paris 19e Arrondissement,Villette 15,7511973,2103.51705871927
751197316,Paris 19e Arrondissement,Villette 16,7511973,2995.71103608182
751197317,Paris 19e Arrondissement,Villette 17,7511973,1652.52564733639
751197401,Paris 19e Arrondissement,Pont de Flandre 1,7511974,1094.21173665632
751197402,Paris 19e Arrondissement,Pont de Flandre 2,7511974,2541.20377306717
751197403,Paris 19e Arrondissement,Pont de Flandre 3,7511974,1665.83225819358
751197404,Paris 19e Arrondissement,Pont de Flandre 4,7511974,1500.05371097249
751197405,Paris 19e Arrondissement,Pont de Flandre 5,7511974,1908.25320145041
751197406,Paris 19e Arrondissement,Pont de Flandre 6,7511974,4014.74417494005
751197407,Paris 19e Arrondissement,Pont de Flandre 7,7511974,1909.73531344677
751197408,Paris 19e Arrondissement,Pont de Flandre 8,7511974,1963.6427980609
751197409,Paris 19e Arrondissement,Pont de Flandre 9,7511974,1606.27710674056
751197410,Paris 19e Arrondissement,Pont de Flandre 10,7511974,2127.22246526451
751197411,Paris 19e Arrondissement,Pont de Flandre 11,7511974,2435.75448894278
751197501,Paris 19e Arrondissement,Amérique 1,7511975,2298.1268183987
751197502,Paris 19e Arrondissement,Amérique 2,7511975,2184.79331790146
751197503,Paris 19e Arrondissement,Amérique 3,7511975,1650.24692648294
751197504,Paris 19e Arrondissement,Amérique 4,7511975,2053.33614851918
751197505,Paris 19e Arrondissement,Amérique 5,7511975,1680.01831492939
751197506,Paris 19e Arrondissement,Amérique 6,7511975,1702.6138032408
751197507,Paris 19e Arrondissement,Amérique 7,7511975,1985.24526767284
751197508,Paris 19e Arrondissement,Amérique 8,7511975,2100.51957807508
751197509,Paris 19e Arrondissement,Amérique 9,7511975,1619.54932389817
751197510,Paris 19e Arrondissement,Amérique 10,7511975,2004.43198490309
751197511,Paris 19e Arrondissement,Amérique 11,7511975,1855.50399545909
751197512,Paris 19e Arrondissement,Amérique 12,7511975,998.808839501402
751197513,Paris 19e Arrondissement,Amérique 13,7511975,1833.22583420754
751197514,Paris 19e Arrondissement,Amérique 14,7511975,2710.83559113064
751197515,Paris 19e Arrondissement,Amérique 15,7511975,2008.54847876511
751197516,Paris 19e Arrondissement,Amérique 16,7511975,1050.21711155165
751197517,Paris 19e Arrondissement,Amérique 17,7511975,3234.50637666018
751197518,Paris 19e Arrondissement,Amérique 18,7511975,2655.31664213003
751197519,Paris 19e Arrondissement,Amérique 19,7511975,1462.36553985827
751197520,Paris 19e Arrondissement,Amérique 20,7511975,2828.25252216716
751197521,Paris 19e Arrondissement,Amérique 21,7511975,2188.60814113891
751197522,Paris 19e Arrondissement,Amérique 22,7511975,3104.62008543961
751197523,Paris 19e Arrondissement,Amérique 23,7511975,1815.81451727417
751197524,Paris 19e Arrondissement,Amérique 24,7511975,1470.38432321237
751197601,Paris 19e Arrondissement,Combat 1,7511976,2175.85099006491
751197602,Paris 19e Arrondissement,Combat 2,7511976,4630.16846520596
751197603,Paris 19e Arrondissement,Combat 3,7511976,2510.17827407655
751197604,Paris 19e Arrondissement,Combat 4,7511976,2113.32929061302
751197605,Paris 19e Arrondissement,Combat 5,7511976,1792.03418494906
751197606,Paris 19e Arrondissement,Combat 6,7511976,1463.18972151656
751197607,Paris 19e Arrondissement,Combat 7,7511976,1631.572537493
751197608,Paris 19e Arrondissement,Combat 8,7511976,2239.61169083148
751197609,Paris 19e Arrondissement,Combat 9,7511976,2607.13468033464
751197610,Paris 19e Arrondissement,Combat 10,7511976,1150.82178452832
751197611,Paris 19e Arrondissement,Combat 11,7511976,2627.70800893288
751197612,Paris 19e Arrondissement,Combat 12,7511976,1884.72288806265
751197613,Paris 19e Arrondissement,Combat 13,7511976,2260.08875001044
