Trimestre;arrondissement;prix_m2
T1 2014;11;7970
T4 2013;11;7960
T3 2013;11;7940
T2 2013;11;7990
T1 2013;11;7940
T4 2012;11;8120
T3 2012;11;8090
T2 2012;11;8090
T1 2012;11;8010
T4 2011;11;7950
T3 2011;11;7930
T2 2011;11;7730
T1 2011;11;7460
T4 2010;11;7050
T3 2010;11;6690
T2 2010;11;6410
T1 2010;11;6060
T4 2009;11;5910
T3 2009;11;5950
T2 2009;11;5700
T1 2009;11;5930
T4 2008;11;6090
T3 2008;11;6230
T2 2008;11;6200
T1 2008;11;6020
T4 2007;11;5960
T3 2007;11;5860
T2 2007;11;5600
T1 2007;11;5530
T4 2006;11;5400
T3 2006;11;5390
T2 2006;11;5240
T1 2006;11;5120
T4 2005;11;5010
T3 2005;11;4960
T2 2005;11;4690
T1 2005;11;4480
T4 2004;11;4280
T3 2004;11;4220
T2 2004;11;4020
T1 2004;11;3810
T4 2003;11;3760
T3 2003;11;3530
T2 2003;11;3470
T1 2003;11;3240
T4 2002;11;3250
T3 2002;11;3200
T2 2002;11;2990
T1 2002;11;2900
T4 2001;11;2900
T3 2001;11;2880
T2 2001;11;2740
T1 2001;11;2730
T4 2000;11;2600
T3 2000;11;2710
T2 2000;11;2570
T1 2000;11;2460
T4 1999;11;2330
T3 1999;11;2290
T2 1999;11;2200
T1 1999;11;2100
T4 1998;11;2080
T3 1998;11;2060
T2 1998;11;2010
T1 1998;11;1940
T4 1997;11;1980
T3 1997;11;2010
T2 1997;11;1980
T1 1997;11;1970
T4 1996;11;2040
T3 1996;11;2060
T2 1996;11;2080
T1 1996;11;2110
T4 1995;11;2200
T4 2025;12;8700
T3 2025;12;8700
T2 2025;12;8500
T1 2025;12;8480
T4 2024;12;8410
T3 2024;12;8350
T2 2024;12;8370
T1 2024;12;8490
T4 2023;12;8670
T3 2023;12;9050
T2 2023;12;9040
T1 2023;12;9350
T4 2022;12;9500
T3 2022;12;9600
T2 2022;12;9590
T1 2022;12;9630
T4 2021;12;9730
T3 2021;12;9900
T2 2021;12;9790
T1 2021;12;9650
T4 2020;12;9760
T3 2020;12;9890
T2 2020;12;9810
T1 2020;12;9580
T4 2019;12;9320
T3 2019;12;9170
T2 2019;12;8820
T1 2019;12;8630
T4 2018;12;8660
T3 2018;12;8710
T2 2018;12;8650
T1 2018;12;8330
T4 2017;12;8330
T3 2017;12;8370
T2 2017;12;8080
T1 2017;12;7930
T4 2016;12;7780
T3 2016;12;7740
T2 2016;12;7500
T1 2016;12;7450
T4 2015;12;7470
T3 2015;12;7680
T2 2015;12;7430
T1 2015;12;7540
T4 2014;12;7460
T3 2014;12;7750
T2 2014;12;7770
T1 2014;12;7690
T4 2013;12;7700
T3 2013;12;7810
T2 2013;12;7830
T1 2013;12;7860
T4 2012;12;7860
T3 2012;12;7820
T2 2012;12;7690
T1 2012;12;7750
T4 2011;12;7720
T3 2011;12;7830
T2 2011;12;7610
T1 2011;12;7210
T4 2010;12;6770
T3 2010;12;6540
T2 2010;12;6120
T1 2010;12;6040
T4 2009;12;5750
T3 2009;12;5790
T2 2009;12;5750
T1 2009;12;5840
T4 2008;12;5930
T3 2008;12;6200
T2 2008;12;6090
T1 2008;12;5860
T4 2007;12;6010
T3 2007;12;5790
T2 2007;12;5710
T1 2007;12;5580
T4 2006;12;5490
T3 2006;12;5380
T2 2006;12;5230
T1 2006;12;5090
T4 2005;12;4930
T3 2005;12;4860
T2 2005;12;4640
T1 2005;12;4510
T4 2004;12;4350
T3 2004;12;4270
T2 2004;12;4030
T1 2004;12;4000
T4 2003;12;3770
T3 2003;12;3660
T2 2003;12;3600
T1 2003;12;3400
T4 2002;12;3390
T3 2002;12;3190
T2 2002;12;3180
T1 2002;12;3000
T4 2001;12;2950
T3 2001;12;3020
T2 2001;12;2890
T1 2001;12;2810
T4 2000;12;2740
T3 2000;12;2630
T2 2000;12;2640
T1 2000;12;2530
T4 1999;12;2400
T3 1999;12;2410
T2 1999;12;2210
T1 1999;12;2270
T4 1998;12;2190
T3 1998;12;2200
T2 1998;12;2150
T1 1998;12;2100
T4 1997;12;2080
T3 1997;12;2060
T2 1997;12;2060
T1 1997;12;2040
T4 1996;12;2110
T3 1996;12;2130
T2 1996;12;2210
T1 1996;12;2160
T4 1995;12;2240
T4 2025;13;8510
T3 2025;13;8720
T2 2025;13;8500
T1 2025;13;8350
T4 2024;13;8530
T3 2024;13;8330
T2 2024;13;8250
T1 2024;13;8300
T4 2023;13;8340
T3 2023;13;8750
T2 2023;13;8730
T1 2023;13;8990
T4 2022;13;9490
T3 2022;13;9370
T2 2022;13;9260
T1 2022;13;9180
T4 2021;13;9190
T3 2021;13;9560
T2 2021;13;9320
T1 2021;13;9470
T4 2020;13;9620
T3 2020;13;9560
T2 2020;13;9320
T1 2020;13;9230
T4 2019;13;9110
T3 2019;13;9070
T2 2019;13;8540
T1 2019;13;8590
T4 2018;13;8510
T3 2018;13;8610
T2 2018;13;8330
T1 2018;13;8250
T4 2017;13;8250
T3 2017;13;8280
T2 2017;13;8090
T1 2017;13;7770
T4 2016;13;7920
T3 2016;13;7610
T2 2016;13;7450
T1 2016;13;7560
T4 2015;13;7470
T3 2015;13;7390
T2 2015;13;7260
T1 2015;13;7290
T4 2014;13;7580
T3 2014;13;7730
T2 2014;13;7630
T1 2014;13;7690
T4 2013;13;7600
T3 2013;13;7870
T2 2013;13;7700
T1 2013;13;7840
T4 2012;13;7740
T3 2012;13;7850
T2 2012;13;7950
T1 2012;13;7640
T4 2011;13;7720
T3 2011;13;7680
T2 2011;13;7580
T1 2011;13;7120
T4 2010;13;6810
T3 2010;13;6650
T2 2010;13;6250
T1 2010;13;6010
T4 2009;13;5720
T3 2009;13;5840
T2 2009;13;5710
T1 2009;13;5880
T4 2008;13;6120
T3 2008;13;6140
T2 2008;13;6080
T1 2008;13;5940
T4 2007;13;5940
T3 2007;13;5980
T2 2007;13;5730
T1 2007;13;5520
T4 2006;13;5450
T3 2006;13;5500
T2 2006;13;5350
T1 2006;13;5240
T4 2005;13;5090
T3 2005;13;4990
T2 2005;13;4740
T1 2005;13;4650
T4 2004;13;4490
T3 2004;13;4410
T2 2004;13;4130
T1 2004;13;3970
T4 2003;13;4050
T3 2003;13;3880
T2 2003;13;3700
T1 2003;13;3480
T4 2002;13;3390
T3 2002;13;3380
T2 2002;13;3140
T1 2002;13;3100
T4 2001;13;3090
T3 2001;13;3090
T2 2001;13;2890
T1 2001;13;2900
T4 2000;13;2770
T3 2000;13;2780
T2 2000;13;2660
T1 2000;13;2560
T4 1999;13;2460
T3 1999;13;2440
T2 1999;13;2340
T1 1999;13;2270
T4 1998;13;2210
T3 1998;13;2260
T2 1998;13;2230
T1 1998;13;2130
T4 1997;13;2240
T3 1997;13;2190
T2 1997;13;2200
T1 1997;13;2170
T4 1996;13;2360
T3 1996;13;2330
T2 1996;13;2330
T1 1996;13;2430
T4 1995;13;2360
T4 2025;14;9350
T3 2025;14;9240
T2 2025;14;9060
T1 2025;14;8850
T4 2024;14;8840
T3 2024;14;8790
T2 2024;14;8820
T1 2024;14;8870
T4 2023;14;9140
T3 2023;14;9240
T2 2023;14;9240
T1 2023;14;9640
T4 2022;14;9670
T3 2022;14;9910
T2 2022;14;10010
T1 2022;14;10090
T4 2021;14;10020
T3 2021;14;10300
T2 2021;14;10210
T1 2021;14;10150
T4 2020;14;10290
T3 2020;14;10380
T2 2020;14;10260
T1 2020;14;10030
T4 2019;14;9840
T3 2019;14;9770
T2 2019;14;9690
T1 2019;14;9220
T4 2018;14;9140
T3 2018;14;9350
T2 2018;14;9440
T1 2018;14;8970
T4 2017;14;9080
T3 2017;14;8710
T2 2017;14;8880
T1 2017;14;8550
T4 2016;14;8450
T3 2016;14;8320
T2 2016;14;8460
T1 2016;14;8300
T4 2015;14;8270
T3 2015;14;8370
T2 2015;14;8150
T1 2015;14;8170
T4 2014;14;8250
T3 2014;14;8510
T2 2014;14;8180
T1 2014;14;8350
T4 2013;14;8330
T3 2013;14;8580
T2 2013;14;8380
T1 2013;14;8710
T4 2012;14;8570
T3 2012;14;8590
T2 2012;14;8490
T1 2012;14;8560
T4 2011;14;8630
T3 2011;14;8560
T2 2011;14;8280
T1 2011;14;7990
T4 2010;14;7690
T3 2010;14;7180
T2 2010;14;6910
T1 2010;14;6520
T4 2009;14;6530
T3 2009;14;6470
T2 2009;14;6340
T1 2009;14;6570
T4 2008;14;6750
T3 2008;14;6980
T2 2008;14;6810
T1 2008;14;6690
T4 2007;14;6420
T3 2007;14;6440
T2 2007;14;6200
T1 2007;14;6090
T4 2006;14;6030
T3 2006;14;6050
T2 2006;14;5880
T1 2006;14;5710
T4 2005;14;5610
T3 2005;14;5530
T2 2005;14;5350
T1 2005;14;5110
T4 2004;14;4830
T3 2004;14;4880
T2 2004;14;4660
T1 2004;14;4560
T4 2003;14;4320
T3 2003;14;4160
T2 2003;14;4170
T1 2003;14;3930
T4 2002;14;3850
T3 2002;14;3790
T2 2002;14;3600
T1 2002;14;3540
T4 2001;14;3470
T3 2001;14;3410
T2 2001;14;3440
T1 2001;14;3230
T4 2000;14;3200
T3 2000;14;3230
T2 2000;14;3250
T1 2000;14;3040
T4 1999;14;2930
T3 1999;14;2950
T2 1999;14;2760
T1 1999;14;2650
T4 1998;14;2590
T3 1998;14;2680
T2 1998;14;2540
T1 1998;14;2600
T4 1997;14;2590
T3 1997;14;2550
T2 1997;14;2450
T1 1997;14;2440
T4 1996;14;2600
T3 1996;14;2590
T2 1996;14;2670
T1 1996;14;2520
T4 1995;14;2590
T4 2025;15;8860
T3 2025;15;8960
T2 2025;15;8880
T1 2025;15;8720
T4 2024;15;8900
T3 2024;15;8780
T2 2024;15;8710
T1 2024;15;8910
T4 2023;15;9170
T3 2023;15;9390
T2 2023;15;9330
T1 2023;15;9500
T4 2022;15;9840
T3 2022;15;9930
T2 2022;15;9840
T1 2022;15;9910
T4 2021;15;10070
T3 2021;15;10110
T2 2021;15;10100
T1 2021;15;9980
T4 2020;15;10150
T3 2020;15;10270
T2 2020;15;10130
T1 2020;15;9880
T4 2019;15;9580
T3 2019;15;9620
T2 2019;15;9390
T1 2019;15;9180
T4 2018;15;9110
T3 2018;15;9360
T2 2018;15;9180
T1 2018;15;8990
T4 2017;15;9170
T3 2017;15;9040
T2 2017;15;8710
T1 2017;15;8500
T4 2016;15;8410
T3 2016;15;8450
T2 2016;15;8260
T1 2016;15;8170
T4 2015;15;8130
T3 2015;15;8270
T2 2015;15;8020
T1 2015;15;8230
T4 2014;15;8300
T3 2014;15;8360
T2 2014;15;8350
T1 2014;15;8350
T4 2013;15;8450
T3 2013;15;8540
T2 2013;15;8610
T1 2013;15;8400
T4 2012;15;8550
T3 2012;15;8660
T2 2012;15;8560
T1 2012;15;8500
T4 2011;15;8600
T3 2011;15;8570
T2 2011;15;8340
T1 2011;15;7840
T4 2010;15;7470
T3 2010;15;7260
T2 2010;15;6820
T1 2010;15;6570
T4 2009;15;6320
T3 2009;15;6260
T2 2009;15;6200
T1 2009;15;6400
T4 2008;15;6640
T3 2008;15;6710
T2 2008;15;6770
T1 2008;15;6580
T4 2007;15;6550
T3 2007;15;6470
T2 2007;15;6260
T1 2007;15;6170
T4 2006;15;6060
T3 2006;15;5940
T2 2006;15;5760
T1 2006;15;5630
T4 2005;15;5660
T3 2005;15;5540
T2 2005;15;5140
T1 2005;15;4950
T4 2004;15;4850
T3 2004;15;4750
T2 2004;15;4590
T1 2004;15;4430
T4 2003;15;4300
T3 2003;15;4280
T2 2003;15;4030
T1 2003;15;3940
T4 2002;15;3810
T3 2002;15;3760
T2 2002;15;3570
T1 2002;15;3480
T4 2001;15;3460
T3 2001;15;3450
T2 2001;15;3360
T1 2001;15;3240
T4 2000;15;3240
T3 2000;15;3250
T2 2000;15;3080
T1 2000;15;3060
T4 1999;15;2940
T3 1999;15;2820
T2 1999;15;2710
T1 1999;15;2650
T4 1998;15;2600
T3 1998;15;2550
T2 1998;15;2550
T1 1998;15;2520
T4 1997;15;2580
T3 1997;15;2570
T2 1997;15;2520
T1 1997;15;2500
T4 1996;15;2590
T3 1996;15;2630
T2 1996;15;2590
T1 1996;15;2630
T4 1995;15;2730
T4 2025;16;10050
T3 2025;16;10250
T2 2025;16;10040
T1 2025;16;10180
T4 2024;16;10160
T3 2024;16;10010
T2 2024;16;10110
T1 2024;16;10000
T4 2023;16;10440
T3 2023;16;10510
T2 2023;16;10660
T1 2023;16;10940
T4 2022;16;11040
T3 2022;16;11230
T2 2022;16;10890
T1 2022;16;10880
T4 2021;16;10830
T3 2021;16;11070
T2 2021;16;10850
T1 2021;16;11010
T4 2020;16;11160
T3 2020;16;11220
T2 2020;16;11010
T1 2020;16;10800
T4 2019;16;10590
T3 2019;16;10390
T2 2019;16;10220
T1 2019;16;10110
T4 2018;16;10000
T3 2018;16;10060
T2 2018;16;9850
T1 2018;16;9590
T4 2017;16;9730
T3 2017;16;9480
T2 2017;16;9320
T1 2017;16;8900
T4 2016;16;8850
T3 2016;16;8860
T2 2016;16;8750
T1 2016;16;8690
T4 2015;16;8570
T3 2015;16;8610
T2 2015;16;8500
T1 2015;16;8600
T4 2014;16;8660
T3 2014;16;8870
T2 2014;16;8950
T1 2014;16;8780
T4 2013;16;9020
T3 2013;16;9120
T2 2013;16;9060
T1 2013;16;9160
T4 2012;16;9160
T3 2012;16;9590
T2 2012;16;9240
T1 2012;16;9140
T4 2011;16;9310
T3 2011;16;9200
T2 2011;16;9120
T1 2011;16;8770
T4 2010;16;8190
T3 2010;16;7700
T2 2010;16;7470
T1 2010;16;7170
T4 2009;16;6790
T3 2009;16;6880
T2 2009;16;6780
T1 2009;16;7080
T4 2008;16;7270
T3 2008;16;7570
T2 2008;16;7390
T1 2008;16;7280
T4 2007;16;7130
T3 2007;16;7000
T2 2007;16;6730
T1 2007;16;6500
T4 2006;16;6490
T3 2006;16;6260
T2 2006;16;6120
T1 2006;16;5960
T4 2005;16;5960
T3 2005;16;5640
T2 2005;16;5610
T1 2005;16;5370
T4 2004;16;5280
T3 2004;16;5150
T2 2004;16;5100
T1 2004;16;4890
T4 2003;16;4720
T3 2003;16;4830
T2 2003;16;4620
T1 2003;16;4600
T4 2002;16;4570
T3 2002;16;4440
T2 2002;16;4230
T1 2002;16;4160
T4 2001;16;4220
T3 2001;16;4130
T2 2001;16;4030
T1 2001;16;3980
T4 2000;16;3870
T3 2000;16;3840
T2 2000;16;3780
T1 2000;16;3720
T4 1999;16;3470
T3 1999;16;3410
T2 1999;16;3230
T1 1999;16;3210
T4 1998;16;2970
T3 1998;16;3040
T2 1998;16;2990
T1 1998;16;3000
T4 1997;16;2950
T3 1997;16;2840
T2 1997;16;3010
T1 1997;16;2850
T4 1996;16;2940
T3 1996;16;2940
T2 1996;16;3000
T1 1996;16;3050
T4 1995;16;3160
T4 2025;17;9360
T3 2025;17;9340
T2 2025;17;9280
T1 2025;17;9330
T4 2024;17;9260
T3 2024;17;9520
T2 2024;17;9280
T1 2024;17;9350
T4 2023;17;9570
T3 2023;17;10070
T2 2023;17;10080
T1 2023;17;10180
T4 2022;17;10330
T3 2022;17;10530
T2 2022;17;10480
T1 2022;17;10360
T4 2021;17;10470
T3 2021;17;10860
T2 2021;17;10700
T1 2021;17;10770
T4 2020;17;10690
T3 2020;17;10890
T2 2020;17;10790
T1 2020;17;10590
T4 2019;17;10210
T3 2019;17;10060
T2 2019;17;9940
T1 2019;17;9740
T4 2018;17;9630
T3 2018;17;9610
T2 2018;17;9420
T1 2018;17;9340
T4 2017;17;9120
T3 2017;17;9080
T2 2017;17;8820
T1 2017;17;8500
T4 2016;17;8460
T3 2016;17;8300
T2 2016;17;8170
T1 2016;17;8030
T4 2015;17;7970
T3 2015;17;8060
T2 2015;17;7950
T1 2015;17;8020
T4 2014;17;7940
T3 2014;17;8140
T2 2014;17;8210
T1 2014;17;8190
T4 2013;17;8030
T3 2013;17;8260
T2 2013;17;8210
T1 2013;17;8370
T4 2012;17;8460
T3 2012;17;8570
T2 2012;17;8450
T1 2012;17;8320
T4 2011;17;8400
T3 2011;17;8550
T2 2011;17;8150
T1 2011;17;7780
T4 2010;17;7390
T3 2010;17;7010
T2 2010;17;6660
T1 2010;17;6380
T4 2009;17;6240
T3 2009;17;6070
T2 2009;17;5970
T1 2009;17;6280
T4 2008;17;6370
T3 2008;17;6500
T2 2008;17;6480
T1 2008;17;6280
T4 2007;17;6240
T3 2007;17;6150
T2 2007;17;5860
T1 2007;17;5840
T4 2006;17;5590
T3 2006;17;5570
T2 2006;17;5420
T1 2006;17;5380
T4 2005;17;5160
T3 2005;17;5170
T2 2005;17;4900
T1 2005;17;4750
T4 2004;17;4560
T3 2004;17;4390
T2 2004;17;4290
T1 2004;17;4050
T4 2003;17;3950
T3 2003;17;3950
T2 2003;17;3710
T1 2003;17;3610
T4 2002;17;3430
T3 2002;17;3480
T2 2002;17;3300
T1 2002;17;3230
T4 2001;17;3160
T3 2001;17;3160
T2 2001;17;3020
T1 2001;17;3140
T4 2000;17;2990
T3 2000;17;2930
T2 2000;17;2910
T1 2000;17;2640
T4 1999;17;2710
T3 1999;17;2520
T2 1999;17;2490
T1 1999;17;2330
T4 1998;17;2340
T3 1998;17;2330
T2 1998;17;2300
T1 1998;17;2260
T4 1997;17;2250
T3 1997;17;2280
T2 1997;17;2230
T1 1997;17;2250
T4 1996;17;2410
T3 1996;17;2370
T2 1996;17;2410
T1 1996;17;2410
T4 1995;17;2500
T4 2025;18;8530
T3 2025;18;8550
T2 2025;18;8410
T1 2025;18;8450
T4 2024;18;8380
T3 2024;18;8570
T2 2024;18;8490
T1 2024;18;8600
T4 2023;18;8780
T3 2023;18;9220
T2 2023;18;9140
T1 2023;18;9350
T4 2022;18;9470
T3 2022;18;9700
T2 2022;18;9800
T1 2022;18;9650
T4 2021;18;9800
T3 2021;18;10080
T2 2021;18;10110
T1 2021;18;10090
T4 2020;18;10250
T3 2020;18;10140
T2 2020;18;9960
T1 2020;18;9690
T4 2019;18;9660
T3 2019;18;9420
T2 2019;18;9180
T1 2019;18;8910
T4 2018;18;8740
T3 2018;18;8880
T2 2018;18;8570
T1 2018;18;8300
T4 2017;18;8280
T3 2017;18;8320
T2 2017;18;7770
T1 2017;18;7660
T4 2016;18;7640
T3 2016;18;7510
T2 2016;18;7310
T1 2016;18;7230
T4 2015;18;7160
T3 2015;18;7210
T2 2015;18;7160
T1 2015;18;6990
T4 2014;18;7070
T3 2014;18;7130
T2 2014;18;7200
T1 2014;18;7060
T4 2013;18;7250
T3 2013;18;7180
T2 2013;18;7200
T1 2013;18;7340
T4 2012;18;6980
T3 2012;18;7270
T2 2012;18;7380
T1 2012;18;7310
T4 2011;18;7380
T3 2011;18;7310
T2 2011;18;7090
T1 2011;18;6660
T4 2010;18;6450
T3 2010;18;6220
T2 2010;18;5890
T1 2010;18;5630
T4 2009;18;5390
T3 2009;18;5410
T2 2009;18;5250
T1 2009;18;5460
T4 2008;18;5600
T3 2008;18;5850
T2 2008;18;5680
T1 2008;18;5520
T4 2007;18;5530
T3 2007;18;5370
T2 2007;18;5290
T1 2007;18;5150
T4 2006;18;5120
T3 2006;18;5030
T2 2006;18;4790
T1 2006;18;4620
T4 2005;18;4570
T3 2005;18;4490
T2 2005;18;4220
T1 2005;18;4050
T4 2004;18;3840
T3 2004;18;3730
T2 2004;18;3540
T1 2004;18;3350
T4 2003;18;3290
T3 2003;18;3130
T2 2003;18;2980
T1 2003;18;2840
T4 2002;18;2730
T3 2002;18;2690
T2 2002;18;2610
T1 2002;18;2510
T4 2001;18;2450
T3 2001;18;2460
T2 2001;18;2360
T1 2001;18;2350
T4 2000;18;2310
T3 2000;18;2140
T2 2000;18;2120
T1 2000;18;2100
T4 1999;18;1980
T3 1999;18;1980
T2 1999;18;1850
T1 1999;18;1850
T4 1998;18;1830
T3 1998;18;1810
T2 1998;18;1740
T1 1998;18;1750
T4 1997;18;1790
T3 1997;18;1860
T2 1997;18;1770
T1 1997;18;1750
T4 1996;18;1830
T3 1996;18;1890
T2 1996;18;1940
T1 1996;18;1930
T4 1995;18;1900
T4 2025;19;7560
T3 2025;19;7850
T2 2025;19;7430
T1 2025;19;7530
T4 2024;19;7590
T3 2024;19;7710
T2 2024;19;7540
T1 2024;19;7670
T4 2023;19;7930
T3 2023;19;8350
T2 2023;19;8360
T1 2023;19;8500
T4 2022;19;8750
T3 2022;19;8930
T2 2022;19;8750
T1 2022;19;8880
T4 2021;19;8910
T3 2021;19;9240
T2 2021;19;9220
T1 2021;19;9110
T4 2020;19;9160
T3 2020;19;9010
T2 2020;19;8970
T1 2020;19;9000
T4 2019;19;8580
T3 2019;19;8470
T2 2019;19;8210
T1 2019;19;8310
T4 2018;19;7950
T3 2018;19;7800
T2 2018;19;7720
T1 2018;19;7340
T4 2017;19;7360
T3 2017;19;7050
T2 2017;19;6940
T1 2017;19;6790
T4 2016;19;6720
T3 2016;19;6860
T2 2016;19;6480
T1 2016;19;6280
T4 2015;19;6390
T3 2015;19;6540
T2 2015;19;6420
T1 2015;19;6580
T4 2014;19;6570
T3 2014;19;6710
T2 2014;19;6660
T1 2014;19;6680
T4 2013;19;6650
T3 2013;19;6820
T2 2013;19;6600
T1 2013;19;6760
T4 2012;19;6670
T3 2012;19;6760
T2 2012;19;6630
T1 2012;19;6570
T4 2011;19;6520
T3 2011;19;6650
T2 2011;19;6440
T1 2011;19;6300
T4 2010;19;5770
T3 2010;19;5690
T2 2010;19;5310
T1 2010;19;5140
T4 2009;19;4870
T3 2009;19;4930
T2 2009;19;4750
T1 2009;19;4920
T4 2008;19;5120
T3 2008;19;5320
T2 2008;19;5290
T1 2008;19;5170
T4 2007;19;5120
T3 2007;19;4990
T2 2007;19;4780
T1 2007;19;4700
T4 2006;19;4670
T3 2006;19;4560
T2 2006;19;4380
T1 2006;19;4310
T4 2005;19;4130
T3 2005;19;4060
T2 2005;19;3860
T1 2005;19;3590
T4 2004;19;3490
T3 2004;19;3420
T2 2004;19;3210
T1 2004;19;3010
T4 2003;19;3000
T3 2003;19;2950
T2 2003;19;2800
T1 2003;19;2670
T4 2002;19;2590
T3 2002;19;2570
T2 2002;19;2410
T1 2002;19;2340
T4 2001;19;2320
T3 2001;19;2320
T2 2001;19;2200
T1 2001;19;2140
T4 2000;19;2150
T3 2000;19;2120
T2 2000;19;2050
T1 2000;19;1940
T4 1999;19;1880
T3 1999;19;1910
T2 1999;19;1810
T1 1999;19;1750
T4 1998;19;1750
T3 1998;19;1720
T2 1998;19;1740
T1 1998;19;1680
T4 1997;19;1710
T3 1997;19;1810
T2 1997;19;1810
T1 1997;19;1800
T4 1996;19;1830
T3 1996;19;1830
T2 1996;19;1890
T1 1996;19;1890
T4 1995;19;1930
T4 2025;20;8300
T3 2025;20;8290
T2 2025;20;8070
T1 2025;20;8100
T4 2024;20;8080
T3 2024;20;8040
T2 2024;20;7880
T1 2024;20;8050
T4 2023;20;8190
T3 2023;20;8540
T2 2023;20;8700
T1 2023;20;8720
T4 2022;20;8920
T3 2022;20;9140
T2 2022;20;9100
T1 2022;20;9070
T4 2021;20;9360
T3 2021;20;9290
T2 2021;20;9240
T1 2021;20;9280
T4 2020;20;9390
T3 2020;20;9490
T2 2020;20;9370
T1 2020;20;8980
T4 2019;20;8900
T3 2019;20;8620
T2 2019;20;8430
T1 2019;20;8250
T4 2018;20;8120
T3 2018;20;8230
T2 2018;20;7930
T1 2018;20;7730
T4 2017;20;7770
T3 2017;20;7610
T2 2017;20;7200
T1 2017;20;7250
T4 2016;20;7060
T3 2016;20;7090
T2 2016;20;6820
T1 2016;20;6810
T4 2015;20;6710
T3 2015;20;6810
T2 2015;20;6710
T1 2015;20;6840
T4 2014;20;6810
T3 2014;20;6880
T2 2014;20;6810
T1 2014;20;6870
T4 2013;20;6870
T3 2013;20;7070
T2 2013;20;6840
T1 2013;20;7100
T4 2012;20;6840
T3 2012;20;7070
T2 2012;20;6840
T1 2012;20;6790
T4 2011;20;7120
T3 2011;20;7130
T2 2011;20;6740
T1 2011;20;6330
T4 2010;20;6120
T3 2010;20;5870
T2 2010;20;5560
T1 2010;20;5360
T4 2009;20;5250
T3 2009;20;5210
T2 2009;20;5050
T1 2009;20;5120
T4 2008;20;5490
T3 2008;20;5460
T2 2008;20;5460
T1 2008;20;5400
T4 2007;20;5400
T3 2007;20;5280
T2 2007;20;5090
T1 2007;20;5010
T4 2006;20;4830
T3 2006;20;4800
T2 2006;20;4720
T1 2006;20;4540
T4 2005;20;4400
T3 2005;20;4290
T2 2005;20;3980
T1 2005;20;3960
T4 2004;20;3740
T3 2004;20;3680
T2 2004;20;3440
T1 2004;20;3330
T4 2003;20;3150
T3 2003;20;3110
T2 2003;20;2900
T1 2003;20;2790
T4 2002;20;2730
T3 2002;20;2590
T2 2002;20;2510
T1 2002;20;2450
T4 2001;20;2380
T3 2001;20;2400
T2 2001;20;2310
T1 2001;20;2210
T4 2000;20;2230
T3 2000;20;2220
T2 2000;20;2130
T1 2000;20;2180
T4 1999;20;2060
T3 1999;20;2030
T2 1999;20;1940
T1 1999;20;1830
T4 1998;20;1810
T3 1998;20;1830
T2 1998;20;1830
T1 1998;20;1780
T4 1997;20;1870
T3 1997;20;1770
T2 1997;20;1810
T1 1997;20;1850
T4 1996;20;1930
T3 1996;20;1880
T2 1996;20;1930
T1 1996;20;1950
T4 1995;20;1970
