code_iris,LIBIRIS,GRD_QUART,LIBCOM,population,school_count,schools_per_1000,school_score
751051701,Saint-Victor 1,7510517.0,Paris 5e Arrondissement,1898.12450629428,9.0,4.741522471342385,28.45015351518639
751062308,Notre-Dame des Champs 8,7510623.0,Paris 6e Arrondissement,2503.21610556622,3.0,1.1984582526970475,7.19100699761525
751062402,Saint-Germain des Prés 2,7510624.0,Paris 6e Arrondissement,2332.63556449716,3.0,1.2860988855954023,7.716869624059869
751083201,Europe 1,7510832.0,Paris 8e Arrondissement,1751.26185456021,4.0,2.284067336694495,13.704894738078515
751093302,Saint-Georges 2,7510933.0,Paris 9e Arrondissement,1687.79209687809,16.0,9.479840573726593,56.881080128184614
751135001,Gare 1,7511350.0,Paris 13e Arrondissement,1637.28956491685,12.0,7.329186148333769,43.97669152086496
751145307,Montparnasse 7,7511453.0,Paris 14e Arrondissement,1497.93097692513,7.0,4.6731125184213855,28.039679100199994
751145308,Montparnasse 8,7511453.0,Paris 14e Arrondissement,1460.86435149521,5.0,3.4226312627058406,20.536522907649424
751166215,Muette 15,7511662.0,Paris 16e Arrondissement,2173.43684765544,5.0,2.300503925565479,13.80351780260511
751176812,Épinettes 12,7511768.0,Paris 17e Arrondissement,1681.68550212611,22.0,13.082113137198357,78.49548943526544
751187013,Clignancourt 13,7511870.0,Paris 18e Arrondissement,2436.95516466375,34.0,13.951836493754822,83.71401642935334
751187106,Goutte d'Or 6,7511871.0,Paris 18e Arrondissement,1910.83375213163,32.0,16.74661647791306,100.0
751197404,Pont de Flandre 4,7511974.0,Paris 19e Arrondissement,1500.05371097249,25.0,16.666069899452076,100.0
751208019,Charonne 19,7512080.0,Paris 20e Arrondissement,4385.52408235848,25.0,5.700572960154699,34.204662494197954
751197617,,,,,14.0,,
751062202,Odéon 2,7510622.0,Paris 6e Arrondissement,1273.98833407146,2.0,1.5698730879334857,9.41957580524187
751062307,Notre-Dame des Champs 7,7510623.0,Paris 6e Arrondissement,1551.2725982395,2.0,1.2892640547314183,7.735861318893214
751103802,Porte Saint-Denis 2,7511038.0,Paris 10e Arrondissement,1155.93472041873,17.0,14.706712844339393,88.24343671343236
751114112,Folie Méricourt 12,7511141.0,Paris 11e Arrondissement,1322.71612087554,29.0,21.924583470566727,100.0
751114408,Sainte-Marguerite 8,7511144.0,Paris 11e Arrondissement,2874.52436393377,16.0,5.566138245599731,33.39802532439113
751135125,Maison Blanche 25,7511351.0,Paris 13e Arrondissement,2569.20984900805,20.0,7.784494523762562,46.70863959366023
751155801,Necker 1,7511558.0,Paris 15e Arrondissement,2689.25393360233,12.0,4.462204126601637,26.774183436902177
751166110,Auteuil 10,7511661.0,Paris 16e Arrondissement,2030.61576899802,7.0,3.4472301982831817,20.684121806044477
751166212,Muette 12,7511662.0,Paris 16e Arrondissement,1677.69182561976,11.0,6.55662728519075,39.34117236245547
751166302,Porte Dauphine 2,7511663.0,Paris 16e Arrondissement,3003.4191365553,12.0,3.995446341120112,23.973536443954725
751176612,Plaine Monceau 12,7511766.0,Paris 17e Arrondissement,2762.71517504699,16.0,5.79140410293213,34.74966886537859
751093308,Saint-Georges 8,7510933.0,Paris 9e Arrondissement,1636.34937754888,15.0,9.166746543130536,55.00244867826882
751093606,Rochechouart 6,7510936.0,Paris 9e Arrondissement,1850.04915461175,19.0,10.269997395819098,61.622190821104994
751114106,Folie Méricourt 6,7511141.0,Paris 11e Arrondissement,2302.18272296495,12.0,5.2124446423372355,31.27578771590657
751114406,Sainte-Marguerite 6,7511144.0,Paris 11e Arrondissement,2439.16380868045,21.0,8.609507867108226,51.65889690281017
751135105,Maison Blanche 5,7511351.0,Paris 13e Arrondissement,2480.53379532575,26.0,10.48161490441843,62.891941337429714
751135122,Maison Blanche 22,7511351.0,Paris 13e Arrondissement,3007.40084326649,20.0,6.650260820661668,39.90299369187397
751145618,Plaisance 18,7511456.0,Paris 14e Arrondissement,2518.73343514318,18.0,7.14644898457735,42.880229278363345
751155906,Grenelle 6,7511559.0,Paris 15e Arrondissement,2257.92114095745,20.0,8.85770527464887,53.14813467175055
751176708,Batignolles 8,7511767.0,Paris 17e Arrondissement,2123.07188977377,9.0,4.2391404847619265,25.435753662003393
751176712,Batignolles 12,7511767.0,Paris 17e Arrondissement,1885.86755170515,22.0,11.665718507170984,69.99681735136917
751186901,Grandes Carrières 1,7511869.0,Paris 18e Arrondissement,1958.69253942154,14.0,7.1476251214673105,42.887286352388934
751187107,Goutte d'Or 7,7511871.0,Paris 18e Arrondissement,1529.55035794397,27.0,17.65224653099591,100.0
751082904,,,,,1.0,,
751114209,Saint-Ambroise 9,7511142.0,Paris 11e Arrondissement,2167.12129028015,12.0,5.5372996674536505,33.22498765972233
751166406,Chaillot 6,7511664.0,Paris 16e Arrondissement,1478.19575201759,7.0,4.735502717042515,28.414033696079734
751176817,Épinettes 17,7511768.0,Paris 17e Arrondissement,1315.04283712963,13.0,9.885609527652617,59.31578102872125
751187109,Goutte d'Or 9,7511871.0,Paris 18e Arrondissement,1562.46987989211,29.0,18.560357785586547,100.0
751197520,Amérique 20,7511975.0,Paris 19e Arrondissement,2828.25252216716,22.0,7.778654779786923,46.67359987517309
751062205,,,,,7.0,,
751156021,,,,,8.0,,
751062311,Notre-Dame des Champs 11,7510623.0,Paris 6e Arrondissement,1592.65333271753,3.0,1.8836490894607472,11.302299227262184
751104007,Hôpital Saint-Louis 7,7511040.0,Paris 10e Arrondissement,3051.44212682496,24.0,7.865133599952005,47.1924913756097
751124606,Picpus 6,7511246.0,Paris 12e Arrondissement,2390.41155022217,15.0,6.275070080968221,37.65176864627529
751124609,Picpus 9,7511246.0,Paris 12e Arrondissement,2168.75780576394,13.0,5.994214736864442,35.96657624159798
751124801,Quinze-Vingts 1,7511248.0,Paris 12e Arrondissement,2663.64666892361,14.0,5.255952361601119,31.536843378857522
751135107,Maison Blanche 7,7511351.0,Paris 13e Arrondissement,2055.2722197147,8.0,3.892428420557599,23.355406787808857
751145401,Parc de Montsouris 1,7511454.0,Paris 14e Arrondissement,1119.00150297475,0.0,0.0,0.0
751176606,Plaine Monceau 6,7511766.0,Paris 17e Arrondissement,1846.11552778294,6.0,3.25006745769892,19.501103003328765
751093305,Saint-Georges 5,7510933.0,Paris 9e Arrondissement,1797.55439757091,12.0,6.675736776709493,40.055854901514415
751114203,Saint-Ambroise 3,7511142.0,Paris 11e Arrondissement,2311.39919558901,19.0,8.220129191123242,49.322541191270844
751114320,Roquette 20,7511143.0,Paris 11e Arrondissement,2439.48878083034,24.0,9.838126819271949,59.03087457706747
751135123,Maison Blanche 23,7511351.0,Paris 13e Arrondissement,2019.55412126025,14.0,6.932223233147951,41.59482874469319
751155810,Necker 10,7511558.0,Paris 15e Arrondissement,4525.24192184853,14.0,3.0937572491773206,18.563208169905927
751176505,Ternes 5,7511765.0,Paris 17e Arrondissement,1462.73505084191,10.0,6.836508084115628,41.020517286684296
751197614,Combat 14,7511976.0,Paris 19e Arrondissement,2036.32125586525,19.0,9.330551328909417,55.98531258539947
751010202,Les Halles 2,7510102.0,Paris 1er Arrondissement,1442.76675336217,2.0,1.3862254555972227,8.317650555652579
751072806,Gros Caillou 6,7510728.0,Paris 7e Arrondissement,1360.18562203615,5.0,3.6759688670397614,22.056602961689336
751155812,Necker 12,7511558.0,Paris 15e Arrondissement,1761.29898469729,5.0,2.838813877394778,17.03349316618496
751187014,Clignancourt 14,7511870.0,Paris 18e Arrondissement,1444.67000923412,27.0,18.689389152830707,100.0
751187205,Chapelle 5,7511872.0,Paris 18e Arrondissement,2239.31164448213,17.0,7.59161863061337,45.55134279655791
751197602,Combat 2,7511976.0,Paris 19e Arrondissement,4630.16846520596,23.0,4.967421849299151,29.80559831602808
751208018,Charonne 18,7512080.0,Paris 20e Arrondissement,2323.01625576649,40.0,17.218992721513185,100.0
751124888,,,,,4.0,,
